TIMESTAMP,MONTH,DAY,YEAR,HOUR,C
10.01.2011-00:00:00,10,01,2011,00,16716
10.01.2011-03:00:00,10,01,2011,03,17020
10.01.2011-06:00:00,10,01,2011,06,17198
10.01.2011-09:00:00,10,01,2011,09,17162
10.01.2011-12:00:00,10,01,2011,12,17248
10.01.2011-15:00:00,10,01,2011,15,17584
10.01.2011-18:00:00,10,01,2011,18,17944
10.01.2011-21:00:00,10,01,2011,21,18204
10.02.2011-00:00:00,10,02,2011,00,18712
10.02.2011-03:00:00,10,02,2011,03,19008
10.02.2011-06:00:00,10,02,2011,06,19248
10.02.2011-09:00:00,10,02,2011,09,19332
10.02.2011-12:00:00,10,02,2011,12,19294
10.02.2011-15:00:00,10,02,2011,15,19497
10.02.2011-18:00:00,10,02,2011,18,19755
10.02.2011-21:00:00,10,02,2011,21,20016
10.03.2011-00:00:00,10,03,2011,00,20587
10.03.2011-03:00:00,10,03,2011,03,20658
10.03.2011-06:00:00,10,03,2011,06,20962
10.03.2011-09:00:00,10,03,2011,09,21299
10.03.2011-12:00:00,10,03,2011,12,21518
10.03.2011-15:00:00,10,03,2011,15,21817
10.03.2011-18:00:00,10,03,2011,18,22213
10.03.2011-21:00:00,10,03,2011,21,22547
10.04.2011-00:00:00,10,04,2011,00,22617
10.04.2011-03:00:00,10,04,2011,03,22835
10.04.2011-06:00:00,10,04,2011,06,22981
10.04.2011-09:00:00,10,04,2011,09,23309
10.04.2011-12:00:00,10,04,2011,12,23574
10.04.2011-15:00:00,10,04,2011,15,24005
10.04.2011-18:00:00,10,04,2011,18,24446
10.04.2011-21:00:00,10,04,2011,21,24878
10.05.2011-00:00:00,10,05,2011,00,25831
10.05.2011-03:00:00,10,05,2011,03,26374
10.05.2011-06:00:00,10,05,2011,06,27031
10.05.2011-09:00:00,10,05,2011,09,27597
10.05.2011-12:00:00,10,05,2011,12,28234
10.05.2011-15:00:00,10,05,2011,15,28832
10.05.2011-18:00:00,10,05,2011,18,29667
10.05.2011-21:00:00,10,05,2011,21,30361
10.06.2011-00:00:00,10,06,2011,00,32219
10.06.2011-03:00:00,10,06,2011,03,33343
10.06.2011-06:00:00,10,06,2011,06,34588
10.06.2011-09:00:00,10,06,2011,09,35443
10.06.2011-12:00:00,10,06,2011,12,36807
10.06.2011-15:00:00,10,06,2011,15,37719
10.06.2011-18:00:00,10,06,2011,18,39313
10.06.2011-21:00:00,10,06,2011,21,39832
10.07.2011-00:00:00,10,07,2011,00,38596
10.07.2011-03:00:00,10,07,2011,03,38104
10.07.2011-06:00:00,10,07,2011,06,37854
10.07.2011-09:00:00,10,07,2011,09,37429
10.07.2011-12:00:00,10,07,2011,12,36850
10.07.2011-15:00:00,10,07,2011,15,36730
10.07.2011-18:00:00,10,07,2011,18,36456
10.07.2011-21:00:00,10,07,2011,21,36506
10.08.2011-00:00:00,10,08,2011,00,36051
10.08.2011-03:00:00,10,08,2011,03,35639
10.08.2011-06:00:00,10,08,2011,06,35281
10.08.2011-09:00:00,10,08,2011,09,34326
10.08.2011-12:00:00,10,08,2011,12,33638
10.08.2011-15:00:00,10,08,2011,15,33503
10.08.2011-18:00:00,10,08,2011,18,33226
10.08.2011-21:00:00,10,08,2011,21,32963
10.09.2011-00:00:00,10,09,2011,00,32334
10.09.2011-03:00:00,10,09,2011,03,32138
10.09.2011-06:00:00,10,09,2011,06,31628
10.09.2011-09:00:00,10,09,2011,09,30301
10.09.2011-12:00:00,10,09,2011,12,29651
10.09.2011-15:00:00,10,09,2011,15,29860
10.09.2011-18:00:00,10,09,2011,18,29724
10.09.2011-21:00:00,10,09,2011,21,29277
10.10.2011-00:00:00,10,10,2011,00,28899
10.10.2011-03:00:00,10,10,2011,03,28597
10.10.2011-06:00:00,10,10,2011,06,28045
10.10.2011-09:00:00,10,10,2011,09,27104
10.10.2011-12:00:00,10,10,2011,12,26597
10.10.2011-15:00:00,10,10,2011,15,26561
10.10.2011-18:00:00,10,10,2011,18,26391
10.10.2011-21:00:00,10,10,2011,21,26033
10.11.2011-00:00:00,10,11,2011,00,28710
10.11.2011-03:00:00,10,11,2011,03,29581
10.11.2011-06:00:00,10,11,2011,06,30075
10.11.2011-09:00:00,10,11,2011,09,30850
10.11.2011-12:00:00,10,11,2011,12,31676
10.11.2011-15:00:00,10,11,2011,15,32539
10.11.2011-18:00:00,10,11,2011,18,33681
10.11.2011-21:00:00,10,11,2011,21,34776
10.12.2011-00:00:00,10,12,2011,00,36826
10.12.2011-03:00:00,10,12,2011,03,37131
10.12.2011-06:00:00,10,12,2011,06,38670
10.12.2011-09:00:00,10,12,2011,09,42681
10.12.2011-12:00:00,10,12,2011,12,47087
10.12.2011-15:00:00,10,12,2011,15,50897
10.12.2011-18:00:00,10,12,2011,18,53532
10.12.2011-21:00:00,10,12,2011,21,56140
10.13.2011-00:00:00,10,13,2011,00,51752
10.13.2011-03:00:00,10,13,2011,03,51955
10.13.2011-06:00:00,10,13,2011,06,52062
10.13.2011-09:00:00,10,13,2011,09,52636
10.13.2011-12:00:00,10,13,2011,12,53599
10.13.2011-15:00:00,10,13,2011,15,54029
10.13.2011-18:00:00,10,13,2011,18,54338
10.13.2011-21:00:00,10,13,2011,21,54858
10.14.2011-00:00:00,10,14,2011,00,54435
10.14.2011-03:00:00,10,14,2011,03,54401
10.14.2011-06:00:00,10,14,2011,06,54159
10.14.2011-09:00:00,10,14,2011,09,53324
10.14.2011-12:00:00,10,14,2011,12,53138
10.14.2011-15:00:00,10,14,2011,15,52777
10.14.2011-18:00:00,10,14,2011,18,52559
10.14.2011-21:00:00,10,14,2011,21,52182
10.15.2011-00:00:00,10,15,2011,00,51886
10.15.2011-03:00:00,10,15,2011,03,50916
10.15.2011-06:00:00,10,15,2011,06,50428
10.15.2011-09:00:00,10,15,2011,09,49255
10.15.2011-12:00:00,10,15,2011,12,48668
10.15.2011-15:00:00,10,15,2011,15,48207
10.15.2011-18:00:00,10,15,2011,18,47625
10.15.2011-21:00:00,10,15,2011,21,46839
10.16.2011-00:00:00,10,16,2011,00,46200
10.16.2011-03:00:00,10,16,2011,03,45408
10.16.2011-06:00:00,10,16,2011,06,44688
10.16.2011-09:00:00,10,16,2011,09,43323
10.16.2011-12:00:00,10,16,2011,12,42687
10.16.2011-15:00:00,10,16,2011,15,42345
10.16.2011-18:00:00,10,16,2011,18,41888
10.16.2011-21:00:00,10,16,2011,21,41085
10.17.2011-00:00:00,10,17,2011,00,40462
10.17.2011-03:00:00,10,17,2011,03,39724
10.17.2011-06:00:00,10,17,2011,06,39027
10.17.2011-09:00:00,10,17,2011,09,38089
10.17.2011-12:00:00,10,17,2011,12,37608
10.17.2011-15:00:00,10,17,2011,15,37080
10.17.2011-18:00:00,10,17,2011,18,36861
