ppt_ID,start_time,end_time,mazama,plain,poperidge,trinity,winthrop,area,mean_elev,avg_slp,slp_gt60,elev_dif,mean_shade,veg_prop,thc_11,thc_12,thc_13,thc_14,thc_15,thc_21,thc_22,thc_23,thc_24,thc_25,bulk_dens,cap_drv,exp_decrs,field_cap,lat_con,mannings,pore_sz,porosity,vert_con,wilt_pt,bbl_prsr,max_inf,center_x,center_y,normal_x,normal_y,normal_z,SDsphrical
39_mazama,10.01.1996-00:00:00,10.01.1996-23:00:00,1,0,0,0,0,976,2172,48,246,686,24,251,4.2,1.86,6.12,31.5,39.96,0,0,0,0.41,1.29,1466.57,0.211857,2,0.303719,0.000199556,0.0189283,0.233104,0.47698,3.62E-05,0.113863,0.216948,2.79E-05,-1772016,3113163,0.00857313,0,0.615917,0.787765
