FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc,conf
1125,1364,1626,8299,Upper Methow,0,5253,5.3940601,10
1126,1379,0,6556, ,1,4377,16.1951008,2
1127,1409,1669,630,Upper Methow,0,1349,0.0000000,10
1128,1392,0,499, ,1,788,4.0000000,4
1129,1397,2188,229278,Upper Methow,0,1397,20.1772003,10
1130,1349,2190,604,Upper Methow,0,1349,0.0000000,10
1131,1333,0,2475, ,6,4178,8.1472301,5
1132,1413,2531,426,Upper Methow,0,1413,15.0000000,10
1133,1411,0,1603, ,6,234,15.0562000,5
1134,1417,2549,4463,Upper Methow,0,1417,18.6385002,10
1135,1444,2292,1319,Upper Methow,0,1444,0.0000000,10
1136,1400,1787,17172,Upper Methow,0,4051,35.7826004,10
1137,1399,1786,191970,Upper Methow,0,1399,11.8943996,10
1138,1391,0,1075, ,1,974,15.9701996,4
1139,1385,0,346847, ,1,1385,22.8111992,1
1140,1426,1856,1026,Upper Methow,0,5293,57.0000000,10
1141,1381,2136,21506,Upper Methow,0,1381,27.7674007,10
1142,1489,0,46237, ,1,4792,17.5646992,1
1143,1432,2137,737,Upper Methow,0,1432,37.0000000,10
1144,1388,0,995, ,4,5293,31.0000000,4
1145,1433,0,36378, ,2,225,31.1811008,2
1146,1398,1677,918,Upper Methow,0,5130,3.9912901,10
1147,1408,1676,9150,Upper Methow,0,5556,5.0294600,10
1148,1365,0,1834, ,6,1061,15.5838003,7
1149,1416,0,4254, ,5,89,10.9867001,6
1150,1438,2615,2969,Upper Methow,0,1438,19.9729996,10
1151,1439,2592,1178,Upper Methow,0,1439,15.0000000,10
1152,1377,0,535, ,1,3846,1.0000000,4
1153,1401,0,565, ,6,632,0.0000000,5
1154,1441,0,1085, ,1,430,0.0782654,4
1155,1442,0,386, ,6,4228,0.0000000,5
1156,1373,0,16370, ,5,147,31.2535992,5
1157,1396,0,620, ,4,1349,0.0000000,4
1158,1412,0,691, ,2,3697,0.0000000,3
1159,1429,0,630, ,1,3755,0.0000000,3
1160,1443,0,431, ,6,3939,1.0000000,5
1161,1278,0,5644, ,1,4476,1.5410399,2
1162,1437,0,6154, ,5,119,12.4109001,5
1163,1440,0,1805, ,2,1955,0.3434450,2
1164,1447,0,857, ,6,4372,24.0559998,8
1165,1451,2422,399,Upper Methow,0,1451,51.2559013,10
1166,1452,2396,18569,Upper Methow,0,1452,16.2084999,10
1167,1434,0,616, ,2,1257,41.0000000,4
1168,1415,0,1058, ,1,294,1.0189900,4
1169,1431,0,441, ,1,262,6.0272598,5
1170,1453,0,563, ,4,1549,39.0000000,4
1171,1445,0,17074, ,2,1198,30.1361008,3
1172,1436,0,535, ,5,1610,24.0000000,5
1173,1395,0,5232, ,1,91,12.4019003,2
1174,1460,0,1651, ,1,4136,24.6730995,2
1175,1462,2448,13584,Upper Methow,0,1462,15.3238001,10
1176,1463,2473,4884,Upper Methow,0,1463,18.5506001,10
1177,1466,0,627, ,1,1654,0.0000000,3
1178,1468,0,35053, ,2,4328,31.6805992,2
1179,1389,1965,27133,Upper Methow,0,4077,30.7616997,10
1180,1459,0,982, ,1,3971,27.0550003,4
1181,1446,0,1467, ,1,4288,1.0799100,3
1182,1423,0,618, ,2,3755,7.1594801,2
1183,1456,1981,1292,Upper Methow,0,1885,39.1208992,10
1184,1470,0,395, ,5,375,20.8938007,6
1185,1457,0,17667, ,2,4770,29.9692001,3
1186,1472,0,3986, ,2,1098,39.4135017,3
1187,1448,0,7655, ,1,3714,1.2609600,2
1188,1461,0,7335, ,1,3809,16.0716991,2
1189,1469,0,352, ,1,1182,0.0000000,6
1190,1324,0,31357, ,1,4221,20.2588997,1
1191,1420,0,1615, ,1,4964,9.0111504,3
1192,1475,0,457, ,4,809,46.5895004,4
1193,1476,0,854, ,2,1656,43.7941017,4
1194,1435,1738,10368,Upper Methow,0,1181,4.9616199,10
1195,1478,1739,614,Upper Methow,0,1257,7.0000000,10
1196,1425,0,749, ,5,3787,7.1739001,5
1197,1484,0,1013, ,1,1403,9.2454300,4
1198,1455,0,1610, ,1,4964,2.6177101,3
1199,1458,0,413, ,2,3939,14.0000000,2
1200,1363,2071,3174,Upper Methow,0,1607,36.3132019,10
1201,1490,2076,1043,Upper Methow,0,1111,46.0000000,10
1202,1482,0,470, ,5,1551,37.0000000,5
1203,1406,0,852, ,4,1811,28.0657997,4
1204,1326,0,5748, ,2,3779,11.3860998,2
1205,1486,0,7198, ,6,4533,13.9319000,8
1206,1372,0,1177, ,5,995,1.0000000,6
1207,1410,0,7827, ,1,2072,14.9259005,2
1208,1488,0,1173, ,4,995,13.0000000,4
1209,1404,0,1158, ,4,1890,31.0000000,4
1210,1450,0,1891, ,5,1065,38.7626991,6
1211,1407,0,881, ,1,738,0.0000000,2
1212,1492,2298,377,Upper Methow,0,1492,49.0000000,10
1213,1414,2297,232484,Upper Methow,0,1414,20.0377998,10
1214,1498,0,1207, ,5,1849,39.8695984,5
1215,1521,0,44706, ,1,4741,17.9528999,1
1216,1479,0,33198, ,4,4280,19.6935997,4
1217,1491,2087,4274,Upper Methow,0,5291,38.7113991,10
1218,1477,2086,457,Upper Methow,0,809,42.1839981,10
1219,1503,0,631, ,1,3755,4.0000000,3
1220,1474,0,15453, ,1,3958,8.2983398,2
1221,1496,0,411, ,6,4527,11.1611996,5
1222,1509,0,448, ,1,1821,5.9732399,5
1223,1485,0,2143, ,1,559,8.8226700,2
1224,1487,0,2137, ,1,559,5.1205902,2
1225,1508,0,595, ,4,1549,34.1142998,4
1226,1473,0,21972, ,5,1381,31.7698002,5
1227,1517,0,27378, ,2,4077,33.2747993,2
1228,1516,0,543, ,5,5677,46.0000000,5
1229,1518,0,7115, ,1,975,25.3570004,2
1230,1495,0,9216, ,1,490,13.0281000,3
1231,1519,0,2492, ,2,1550,43.9205017,3
1232,1502,0,34421, ,1,4576,19.0671997,2
1233,1454,0,1161, ,5,956,47.1724014,6
1234,1428,1956,211555,Upper Methow,0,1428,14.0892000,10
1235,1540,1987,602,Upper Methow,0,1257,54.8174019,10
1236,1483,0,425, ,5,929,19.0895004,5
1237,1525,2523,9377,Upper Methow,0,1525,14.4420996,10
1238,1523,0,24742, ,2,2134,33.0535011,2
1239,1529,2614,2234,Upper Methow,0,1529,14.9865999,10
1240,1465,0,427, ,4,869,17.0000000,4
1241,1527,0,25215, ,2,2134,32.8221016,2
1242,1514,0,26782, ,2,1260,33.5084000,2
1243,1511,2494,12578,Upper Methow,0,1511,14.8873997,10
1244,1532,2593,504,Upper Methow,0,1532,21.0000000,10
1245,1533,0,500, ,6,5245,60.7561989,5
1246,1536,0,511, ,5,788,17.5363998,6
1247,1535,0,329, ,2,3778,32.7845001,2
1248,1480,0,1044, ,1,4625,23.0000000,4
1249,1504,2118,4836,Upper Methow,0,1992,39.0531006,10
1250,1528,0,582, ,4,629,28.9004993,4
1251,1506,2128,706,Upper Methow,0,2241,42.1190987,10
1252,1512,1659,891,Upper Methow,0,5130,4.9887900,10
1253,1501,1814,492,Upper Methow,0,5268,13.0529003,10
1254,1481,1815,11783,Upper Methow,0,1219,5.1903200,10
1255,1544,1700,583,Upper Methow,0,629,0.0000000,10
1256,1541,2351,239125,Upper Methow,0,1541,20.3799992,10
1257,1430,2333,23117,Upper Methow,0,1430,28.2886009,10
1258,1520,0,433, ,2,869,0.0000000,3
1259,1471,0,3156, ,1,607,5.0912199,3
1260,1534,0,389, ,6,4177,11.0000000,5
1261,1418,2256,1721,Upper Methow,0,1418,34.0000000,10
1262,1551,2265,464,Upper Methow,0,1551,41.0000000,10
1263,1499,2352,233717,Upper Methow,0,1499,20.1030998,10
1264,1543,1689,1801,Upper Methow,0,1065,3.4018199,10
1265,1500,1696,606,Upper Methow,0,1349,0.0000000,10
1266,1555,2454,5311,Upper Methow,0,1555,32.4746017,10
1267,1554,1697,2211,Upper Methow,0,5440,4.0312300,10
1268,1557,1736,347,Upper Methow,0,4704,7.0000000,10
1269,1539,0,2151, ,4,1827,24.0851994,4
1270,1524,0,1382, ,6,801,18.0259991,5
1271,1558,0,744, ,4,1432,21.0564995,4
1272,1559,0,345, ,5,1402,5.3538799,5
1273,1538,0,899, ,6,1576,6.0133500,5
1274,1494,0,13759, ,1,419,13.0495005,2
1275,1566,0,512, ,6,1107,19.0000000,5
1276,1563,0,377, ,6,1492,8.0000000,8
1277,1568,0,784, ,1,5504,12.0000000,3
1278,1562,1727,424,Upper Methow,0,5299,3.0283699,10
1279,1556,1726,2938,Upper Methow,0,1606,3.2916400,10
1280,1592,0,535, ,1,3846,0.0000000,4
1281,1537,0,1308, ,2,4577,23.7714005,3
1282,1575,0,1036, ,6,641,9.0000000,6
1283,1572,1752,3421,Upper Methow,0,5546,3.3016701,10
1284,1581,1772,477,Upper Methow,0,5252,5.0000000,10
1285,1578,2050,29834,Upper Methow,0,4466,31.4720993,10
1286,1526,2049,212739,Upper Methow,0,1526,14.2142000,10
1287,1376,1922,2605,Upper Methow,0,1050,19.0146008,10
1288,1545,1921,12598,Upper Methow,0,2089,5.5506701,10
1289,1582,0,385, ,6,5154,0.9948130,5
1290,1368,0,3782, ,1,267,0.0000000,2
1291,1588,2594,3452,Upper Methow,0,1588,12.0932999,10
1292,1589,2546,650,Upper Methow,0,1589,44.0000000,10
1293,1530,1762,629,Upper Methow,0,1654,4.9841199,10
1294,1580,1761,3961,Upper Methow,0,1098,3.5443499,10
1295,1464,0,1136, ,4,1810,40.0000000,4
1296,1513,0,960, ,5,891,46.0000000,5
1297,1573,0,656, ,2,3890,4.0000000,2
1298,1594,0,364, ,6,1062,2.9671199,7
1299,1515,0,5405, ,1,3770,8.3708401,2
1300,1579,0,1047, ,6,641,12.0917997,6
1301,1564,0,811, ,5,2044,27.0666008,6
1302,1493,0,1826, ,4,1065,31.1432991,4
1303,1596,0,6150, ,1,5476,7.9744301,2
1304,1602,0,991, ,4,891,41.9151993,4
1305,1603,0,425, ,2,5299,50.7602005,4
1306,1604,0,1793, ,4,572,4.9257598,4
1307,1550,2374,2557,Upper Methow,0,1550,35.6148987,10
1308,1610,2381,531,Upper Methow,0,1610,42.1584015,10
1309,1599,2246,1333,Upper Methow,0,1444,40.0000000,10
1310,1542,2228,6056,Upper Methow,0,1993,39.4485016,10
1311,1608,0,489, ,1,5268,0.0000000,4
1312,1593,0,1393, ,1,744,0.0000000,3
1313,1576,2463,924,Upper Methow,0,1576,39.0000000,10
1314,1613,2519,1728,Upper Methow,0,1613,0.0000000,10
1315,1618,0,389, ,5,4873,3.0000000,5
1316,1606,2464,2867,Upper Methow,0,1606,15.7228003,10
1317,1549,2414,584,Upper Methow,0,1549,33.7676010,10
1318,1531,2650,957,Upper Methow,0,1531,0.0000000,10
1319,1620,2506,2232,Upper Methow,0,1620,52.6660995,10
1320,1553,2439,262930,Upper Methow,0,1553,21.0914001,10
1321,1621,2672,5465,Upper Methow,0,1621,15.3846998,10
1322,1497,0,2991, ,5,1606,22.5291996,5
1323,1595,0,2143, ,2,5440,42.7491989,4
1324,1569,0,15539, ,2,3958,13.3171997,2
1325,1622,0,367, ,5,4298,21.0000000,5
1326,1623,2698,1926,Upper Methow,5,209,6.9927301,5
1327,1586,1989,15472,Upper Methow,0,3958,7.8853598,10
1328,1625,1988,20948,Upper Methow,0,2086,9.7171297,10
1329,1636,2674,3372,Upper Methow,0,1636,20.1226997,10
1330,1626,1966,443,Upper Methow,0,2097,15.0000000,10
1331,1628,0,352, ,1,1182,2.0000000,6
1332,1587,0,4326, ,1,89,0.0944995,3
1333,1616,2475,263752,Upper Methow,6,1553,21.1242008,10
1334,1638,1982,19990,Upper Methow,0,1301,9.5434999,10
1335,1607,2423,3182,Upper Methow,0,1607,36.7723007,10
1336,1567,0,1879, ,6,1955,7.1553898,7
1337,1601,0,825, ,4,1656,16.0387993,4
1338,1619,0,1039, ,1,4625,8.5003700,4
1339,1577,0,3007, ,6,1248,17.8843994,9
1340,1565,0,3255, ,6,916,16.6856995,8
1341,1611,0,3007, ,1,1438,0.0000000,3
1342,1665,1990,13593,Upper Methow,0,4742,5.4066801,10
1343,1510,0,17844, ,1,4143,8.1109304,2
1344,1633,0,399487, ,0,1633,22.0596008,0
1345,1643,0,24390, ,2,2134,18.2793999,2
1346,1806,2015,6314,Upper Methow,0,1993,18.4228992,10
1347,1647,0,606, ,1,1349,0.0000000,3
1348,1522,0,4018, ,2,1098,61.0674019,4
1349,1552,2268,1199,Upper Methow,0,956,27.0000000,10
1350,1600,2267,657,Upper Methow,0,5036,22.0000000,10
1351,1644,0,409, ,4,5294,30.0000000,4
1352,1632,2040,36810,Upper Methow,0,225,8.9588099,10
1353,1658,2109,659,Upper Methow,0,1327,29.0879993,10
1354,1660,2633,377,Upper Methow,0,1660,7.9576101,10
1355,1661,2640,2546,Upper Methow,0,1661,11.7684002,10
1356,1663,2595,723,Upper Methow,0,1663,52.0000000,10
1357,1645,0,6668, ,6,4377,17.4239006,9
1358,1664,2528,1319,Upper Methow,0,1664,52.9640999,10
1359,1704,0,1990, ,5,3957,15.0302000,5
1360,1547,1972,1525,Upper Methow,0,5304,4.9934402,10
1361,1614,0,4520, ,1,1417,24.7161007,2
1362,1640,2455,267084,Upper Methow,0,1640,21.3136997,10
1363,1609,2287,8017,Upper Methow,0,3853,39.5667992,10
1364,1652,2286,1889,Upper Methow,0,1131,25.2285004,10
1365,1676,1983,11687,Upper Methow,0,1219,5.3843498,10
1366,1654,2471,626,Upper Methow,0,1654,49.1567001,10
1367,1653,0,573, ,2,357,22.1539001,2
1368,1682,0,30708, ,1,4221,15.1629000,1
1369,1670,2785,1458,Upper Methow,0,1670,16.0000000,10
1370,1671,2791,1491,Upper Methow,0,1671,24.0000000,10
1371,1646,0,3126, ,4,1607,29.9405994,4
1372,1635,0,410, ,2,5294,42.9802017,3
1373,1651,0,4678, ,4,5778,57.2215996,4
1374,1590,1932,5893,Upper Methow,0,690,4.0396900,10
1375,1668,0,430812, ,0,1668,21.5650997,0
1376,1678,0,417, ,2,929,1.0192699,2
1377,1649,0,27825, ,1,4108,16.1905003,2
1378,1674,0,712, ,1,190,0.0000000,4
1379,1679,0,846, ,1,824,1.0023600,2
1380,1685,1934,3851,Upper Methow,0,1098,5.8396301,10
1381,1700,2151,49000,Upper Methow,0,1340,9.7109804,10
1382,1687,1967,552,Upper Methow,0,734,11.0398998,10
1383,1690,2336,693,Upper Methow,0,1176,16.0461998,10
1384,1627,0,691, ,6,1327,4.9855299,5
1385,1624,0,5667, ,5,4476,31.1473007,5
1386,1691,0,977, ,6,1339,8.9815903,7
1387,1696,0,7974, ,6,3853,8.4603596,5
1388,1697,0,13669, ,6,419,17.8924999,5
1389,1598,0,934, ,6,1576,39.0000000,5
1390,1584,2229,243909,Upper Methow,0,1584,16.3584995,10
1391,1699,2236,569,Upper Methow,0,629,28.0000000,10
1392,1641,0,3074, ,4,1607,8.6782598,4
1393,1655,0,742, ,4,1432,36.9002991,4
1394,1677,0,431592, ,0,1677,21.5440998,0
1395,1705,0,4746, ,2,5778,7.4416900,2
1396,1786,0,98957, ,1,5497,32.3083992,2
1397,1642,0,704, ,4,1718,28.0000000,4
1398,1637,0,1403, ,4,5491,32.9529991,4
1399,1711,2712,1328,Upper Methow,0,1711,9.0135498,10
1400,1712,2699,954,Upper Methow,0,1712,15.0000000,10
1401,1672,2497,268414,Upper Methow,0,1672,21.3927002,10
1402,1656,2496,853,Upper Methow,0,1656,36.0000000,10
1403,1702,2247,244514,Upper Methow,0,1702,16.3862000,10
1404,1713,2248,51812,Upper Methow,0,1340,10.3428001,10
1405,1686,2237,50904,Upper Methow,0,1340,9.8652096,10
1406,1631,2172,1198,Upper Methow,0,995,23.0769005,10
1407,1666,1911,1080,Upper Methow,0,430,9.0166702,10
1408,1720,1949,574,Upper Methow,0,5118,2.0069699,10
1409,1721,0,2838, ,1,5159,0.9983290,3
1410,1714,0,20780, ,4,2086,20.8241005,4
1411,1715,0,35371, ,4,4576,20.6566010,4
1412,1723,2586,592,Upper Methow,0,1723,49.0000000,10
1413,1724,2570,357,Upper Methow,0,1724,59.0000000,10
1414,1733,2181,47176,Upper Methow,0,4792,9.3427896,10
1415,1560,0,4934, ,1,422,18.9298000,2
1416,1727,0,1378, ,1,527,28.0405998,3
1417,1729,0,15087, ,4,1246,21.9129009,4
1418,1630,0,16863, ,2,4034,13.8535995,3
1419,1708,0,530709, ,0,1708,23.5505009,0
1420,1726,0,37328, ,4,4644,21.0403004,4
1421,1597,0,3328, ,6,1636,13.4758997,7
1422,1717,1941,1837,Upper Methow,0,1955,6.5541401,10
1423,1750,0,31749, ,4,4504,21.3460999,4
1424,1657,2152,38671,Upper Methow,0,4677,9.3844604,10
1425,1730,1985,898,Upper Methow,0,5130,5.0000000,10
1426,1669,2348,10432,Upper Methow,0,1181,36.7975006,10
1427,1605,2347,1025,Upper Methow,0,1231,21.0410004,10
1428,1732,2355,407,Upper Methow,0,1037,28.0000000,10
1429,1734,2206,7903,Upper Methow,0,4536,8.9768896,10
1430,1728,0,20144, ,4,1301,21.3717003,4
1431,1736,2293,455,Upper Methow,0,809,48.0000000,10
1432,1693,0,638, ,1,475,1.0031400,3
1433,1639,0,5250, ,1,91,0.2652850,2
1434,1737,0,495, ,1,781,0.0000000,4
1435,1662,0,971, ,1,891,0.0000000,4
1436,1740,0,640, ,1,475,2.0062499,3
1437,1650,0,18983, ,1,160,7.7842202,2
1438,1709,0,475, ,1,3884,0.0000000,5
1439,1747,0,14344, ,4,1246,23.0480003,4
1440,1743,0,19654, ,1,1380,7.5926399,2
1441,1629,0,670, ,1,5036,1.0000000,4
1442,1748,0,13468, ,2,5302,24.2695007,3
1443,1753,0,29792, ,4,4466,20.7369995,4
1444,1695,0,2340, ,2,1168,8.0493803,2
1445,1758,0,707, ,1,4311,1.0028300,4
1446,1680,0,1075, ,5,1111,37.0116005,5
1447,1752,0,1242, ,4,4272,31.9484997,4
1448,1754,0,789, ,4,2044,37.4705009,4
1449,1744,0,2912, ,4,1606,36.4510994,4
1450,1675,0,5869, ,2,4683,53.6352997,3
1451,1591,0,1540, ,1,4648,7.9896102,3
1452,1755,0,1534, ,4,5304,3.9947801,4
1453,1722,0,55282, ,1,953,18.9389000,1
1454,1659,0,1071, ,1,4890,1.0037400,4
1455,1688,0,884, ,6,1576,38.0861015,7
1456,1759,0,2364, ,1,726,1.0000000,2
1457,1760,0,12170, ,2,789,26.4167995,3
1458,1746,0,687, ,5,741,38.0000000,5
1459,1703,0,540, ,1,367,0.0000000,4
1460,1763,0,358, ,1,3991,1.0000000,6
1461,1765,0,1943, ,2,1776,37.1759987,3
1462,1766,0,533, ,5,1066,37.4175987,5
1463,1741,0,536391, ,0,1741,23.3190994,0
1464,1768,0,22290, ,4,989,20.4895000,4
1465,1770,0,6279, ,4,119,20.2917004,4
1466,1698,2426,1178,Upper Methow,0,1810,38.9337997,10
1467,1739,0,448, ,5,3884,12.9420996,5
1468,1771,2443,1118,Upper Methow,0,1810,38.1361008,10
1469,1772,0,21305, ,6,989,20.4808998,8
1470,1745,2514,436,Upper Methow,0,1745,35.8350983,10
1471,1764,2513,643,Upper Methow,0,1764,25.0000000,10
1472,1735,2398,11684,Upper Methow,0,1219,35.3638000,10
1473,1773,0,359, ,6,5387,0.0000000,5
1474,1774,0,2443, ,2,656,26.9433002,2
1475,1762,2417,2870,Upper Methow,0,1606,37.9070015,10
1476,1769,2361,407,Upper Methow,0,1142,0.0000000,10
1477,1719,2360,296692,Upper Methow,0,2091,15.3346996,10
1478,1779,2472,359,Upper Methow,0,1186,11.9333000,10
1479,1718,2577,715,Upper Methow,0,1718,27.9216995,10
1480,1716,2576,269827,Upper Methow,0,1716,21.4500008,10
1481,1775,0,389, ,4,4873,22.0000000,4
1482,1767,0,537587, ,0,1767,23.2903996,0
1483,1694,0,1186, ,4,995,0.0000000,4
1484,1782,0,19505, ,6,924,19.8262997,8
1485,1787,0,708, ,5,687,27.9209995,6
1486,1793,0,10425, ,4,1181,29.7189007,4
1487,1667,0,10671, ,4,512,13.6906996,4
1488,1788,0,8287, ,1,784,23.5941010,2
1489,1706,0,16390, ,4,147,20.3901005,4
1490,1707,0,1694, ,5,1418,39.0460014,5
1491,1790,0,366, ,4,1108,35.1915016,4
1492,1789,0,1090, ,6,430,42.0000000,5
1493,1778,0,459, ,5,1110,11.0480003,6
1494,1742,0,918, ,1,1576,15.0326996,4
1495,1800,2239,6386,Upper Methow,0,1993,8.0084200,10
1496,1803,2280,955,Upper Methow,0,1231,14.4570999,10
1497,1673,0,4580, ,4,5778,28.0636005,4
1498,1804,0,3387, ,1,227,9.5529099,2
1499,1710,0,3488, ,2,5546,27.9631996,3
1500,1796,2114,409,Upper Methow,0,929,18.0000000,10
1501,1853,0,6067, ,4,1993,31.6173000,4
1502,1809,2164,4118,Upper Methow,0,4373,17.8132992,10
1503,1797,2694,377,Upper Methow,0,1797,26.8570004,10
1504,1794,2693,437,Upper Methow,0,1794,35.0000000,10
1505,1810,2597,1142,Upper Methow,0,1810,34.0000000,10
1506,1784,2598,270798,Upper Methow,0,1784,21.4720001,10
1507,1792,0,472, ,4,1946,31.1315994,4
1508,1612,0,12053, ,4,904,5.1013999,4
1509,1813,0,1373, ,1,527,26.1138000,3
1510,1801,0,16194, ,1,147,17.5070992,2
1511,1831,2252,5484,Upper Methow,0,1555,7.5118499,10
1512,1817,2327,373,Upper Methow,0,1371,12.0644999,10
1513,1818,2386,550,Upper Methow,0,734,12.0000000,10
1514,1684,0,1259, ,1,1869,0.0000000,3
1515,1819,2407,533,Upper Methow,0,663,16.0000000,10
1516,1820,0,1898, ,4,4821,15.0000000,4
1517,1546,0,6671, ,1,4377,12.9428997,2
1518,1822,0,14953, ,1,1246,16.5228996,2
1519,1823,0,385, ,1,5154,46.2392006,5
1520,1814,0,28402, ,1,4439,13.4772997,2
1521,1825,0,1441, ,1,5491,41.1708984,3
1522,1821,2724,449,Upper Methow,0,1821,28.0000000,10
1523,1811,2705,852,Upper Methow,0,1811,31.2574005,10
1524,1751,0,20969, ,1,602,7.3229699,2
1525,1807,0,524, ,1,148,0.9961870,4
1526,1830,0,12163, ,1,789,15.0757999,2
1527,1832,0,2642, ,1,1919,23.0000000,2
1528,1854,0,957, ,6,1403,20.9561996,7
1529,1816,0,478, ,5,1107,15.9330997,5
1530,1802,0,1510, ,1,5552,13.9245996,3
1531,1836,0,420, ,1,205,14.0000000,4
1532,1757,0,57679, ,1,613,18.7425003,1
1533,1841,0,5189, ,2,1621,23.9543991,3
1534,1833,0,2496, ,1,459,21.0823994,2
1535,1808,0,568, ,5,632,0.0000000,5
1536,1844,0,3312, ,1,5281,14.4603004,2
1537,1815,0,38276, ,1,4677,14.8699999,2
1538,1848,0,7733, ,1,3714,13.8915997,2
1539,1785,0,539296, ,0,1785,23.2791004,0
1540,1852,0,97257, ,1,5469,32.6938019,2
1541,1731,0,1961, ,2,1776,35.2862015,3
1542,1840,0,338, ,4,4704,22.0000000,4
1543,1812,0,662, ,4,741,35.0000000,4
1544,1738,0,2102, ,1,74,0.7590440,2
1545,1843,0,359, ,1,211,1.0000000,6
1546,1857,0,1041, ,5,1111,29.6522999,6
1547,1859,0,776, ,1,5504,6.0000000,3
1548,1846,0,427, ,2,205,62.0000000,3
1549,1860,2272,4305,Upper Methow,0,89,7.1197300,10
1550,1850,2129,376,Upper Methow,0,1492,16.0000000,10
1551,1845,0,95974, ,1,5415,17.1994991,1
1552,1781,2457,297997,Upper Methow,0,2091,15.3249998,10
1553,1862,2399,571,Upper Methow,0,1963,9.0000000,10
1554,1863,2153,385,Upper Methow,0,5251,27.2812996,10
1555,1799,0,1651, ,4,1418,37.0000000,4
1556,1835,0,353, ,4,2077,33.0000000,4
1557,1838,2477,5541,Upper Methow,0,1555,20.8339996,10
1558,1851,0,1974, ,2,1776,33.4403000,3
1559,1795,0,18639, ,1,1452,22.2651005,2
1560,1761,0,2840, ,4,1606,34.4252014,4
1561,1873,0,2300, ,5,1168,30.1364994,6
1562,1805,0,8520, ,1,5097,20.1744995,2
1563,1839,0,668, ,1,741,1.9940300,4
1564,1872,0,495, ,1,781,7.0282998,4
1565,1692,0,2298, ,1,1168,10.0000000,2
1566,1856,2198,999,Upper Methow,6,1231,21.6840992,6
1567,1875,0,96545, ,1,5469,32.9110985,2
1568,1876,2160,2567,Upper Methow,6,1550,16.2975006,9
1569,1877,0,604, ,1,1349,0.9966900,3
1570,1847,0,2410, ,6,2202,31.7975998,5
1571,1756,0,9630, ,2,5631,46.7571983,3
1572,1780,2486,15511,Upper Methow,0,4700,35.2000999,10
1573,1878,0,498, ,1,788,0.0000000,4
1574,1865,2485,303649,Upper Methow,0,2091,15.4834995,10
1575,1883,0,2148, ,1,559,3.3006301,2
1576,1871,2624,2775,Upper Methow,2,1919,54.1587982,3
1577,1849,2654,1215,Upper Methow,0,1849,54.0000000,10
1578,1887,2717,559,Upper Methow,0,1887,57.0000000,10
1579,1890,2695,1115,Upper Methow,0,1890,53.9031982,10
1580,1880,2653,3356,Upper Methow,4,5546,54.6058998,4
1581,1868,2623,272315,Upper Methow,0,1868,21.5317993,10
1582,1893,0,480, ,5,5540,47.1959991,5
1583,1828,0,21978, ,1,989,7.1315799,2
1584,1886,0,500, ,2,5245,30.1201992,4
1585,1894,0,391, ,5,1142,0.0000000,5
1586,1897,0,433, ,6,1745,33.8432007,5
1587,1889,0,399, ,4,703,16.3223991,5
1588,1898,0,4906, ,1,1463,15.0061998,2
1589,1899,0,6788, ,1,5249,13.3640003,2
1590,1900,0,541, ,2,3752,30.8855991,3
1591,1798,0,2295, ,2,1168,38.6206017,2
1592,1888,0,507, ,2,1135,2.9881699,3
1593,1892,0,365, ,6,2077,11.0602999,6
1594,1903,0,732, ,4,1718,0.0000000,4
1595,1867,0,21044, ,6,1381,23.4356995,5
1596,1864,0,541917, ,0,1864,23.1875000,0
1597,1842,0,675, ,1,4996,1.0029600,4
1598,1858,0,1408, ,1,4632,4.4064002,3
1599,1783,0,2814, ,5,1248,19.0135002,6
1600,1904,0,571, ,2,578,0.0000000,2
1601,1896,0,2831, ,1,5159,2.6609900,3
1602,1861,0,97688, ,1,5497,17.5027008,2
1603,1909,0,93530, ,1,5605,33.8604012,1
1604,1911,0,539, ,2,3752,0.0000000,2
1605,1891,2636,275763,Upper Methow,0,1891,21.9361000,10
1606,1776,2635,2024,Upper Methow,0,1776,28.6896000,10
1607,1879,0,464, ,4,1110,8.9612503,4
1608,1827,2766,2072,Upper Methow,0,1827,31.7700005,10
1609,1907,2765,426,Upper Methow,0,1907,41.0000000,10
1610,1916,0,533, ,1,4271,0.0000000,4
1611,1917,0,92903, ,1,5513,34.0727005,1
1612,1918,0,5618, ,1,4476,13.2419004,2
1613,1921,0,4957, ,1,1992,12.3540001,2
1614,1922,0,521, ,4,3752,21.0806007,4
1615,1874,0,3418, ,1,5546,9.4700499,2
1616,1924,2874,762,Upper Methow,0,1924,2.0052500,10
1617,1927,0,606, ,1,1349,33.1091003,3
1618,1913,0,2688, ,4,1919,35.1618004,4
1619,1928,0,813, ,2,3843,25.0000000,2
1620,1929,0,3560, ,6,267,22.2035999,6
1621,1930,2914,457,Upper Methow,0,1930,0.0000000,10
1622,1902,2500,597,Upper Methow,0,1963,22.0000000,10
1623,1881,0,12711, ,2,789,43.4365005,3
1624,2019,2510,4183,Upper Methow,0,921,24.4578991,10
1625,1920,0,560, ,4,5118,42.0000000,4
1626,1935,0,358, ,5,5387,0.0000000,5
1627,1901,0,2819, ,6,1606,35.0943985,5
1628,1926,0,1402, ,2,5552,31.7595997,4
1629,1895,0,27298, ,1,4077,8.5477800,2
1630,1869,2849,1263,Upper Methow,0,1869,5.0158501,10
