FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc,conf
2696,3175,0,2298, ,2,1168,40.6593018,2
2697,3172,0,9973, ,2,5631,32.9739990,3
2698,3168,0,4942, ,5,1992,39.6484985,6
2699,2881,0,7603, ,1,695,40.6258011,2
2700,3176,0,605, ,1,1349,42.0000000,3
2701,3126,0,730, ,2,4150,0.0000000,2
2702,3181,0,6682, ,1,4377,10.3498001,2
2703,3081,0,921, ,4,1576,0.0000000,4
2704,3182,0,8814, ,2,5253,36.3506012,3
2705,3135,0,54658, ,4,953,20.5259991,4
2706,3170,0,13484, ,2,5302,29.6317997,3
2707,3131,0,2645, ,2,1919,47.2365990,3
2708,3187,0,393, ,5,4959,58.0000000,6
2709,3148,0,767, ,1,1351,10.0000000,3
2710,3190,0,5603, ,2,3779,10.0452003,2
2711,3193,0,4902, ,1,1463,8.0717697,2
2712,3194,0,485, ,2,1107,27.1114998,2
2713,3178,0,12642, ,1,1511,40.2523994,2
2714,3192,0,405, ,2,1037,52.0000000,3
2715,3095,0,2013, ,1,1776,26.0790005,2
2716,3201,0,389, ,5,4959,62.6763000,6
2717,3202,0,5654, ,2,4476,35.5241013,3
2718,3159,0,610, ,2,5115,2.0000000,2
2719,3097,0,4392, ,5,921,18.8994999,6
2720,3149,0,3601, ,1,3693,2.1596601,2
2721,3216,0,3292, ,1,5281,6.8550601,2
2722,3217,0,1110, ,1,4521,7.7714100,4
2723,3218,0,446, ,5,1821,13.0000000,5
2724,3219,0,941, ,6,251,16.9638996,6
2725,3042,0,845555, ,6,3042,20.9095993,9
2726,3221,0,425, ,6,5299,59.2779007,6
2727,3222,0,700, ,6,2241,47.8628998,8
2728,3223,0,1102, ,4,1111,42.7226982,4
2729,3224,0,593, ,6,1887,56.1889992,8
2730,3203,0,541, ,1,367,10.0000000,4
2731,3125,0,1546, ,1,4648,4.9275198,3
2732,3220,0,484, ,1,5252,8.0000000,4
2733,3226,0,2675, ,5,3647,6.9887400,5
2734,3197,0,623, ,2,5115,32.0000000,3
2735,3195,0,387, ,4,1322,41.2121010,4
2736,3233,0,5140, ,2,5447,24.8376999,3
2737,3173,0,3826, ,5,1098,31.6639004,6
2738,3145,0,2985, ,6,1606,35.2005997,9
2739,3235,0,454, ,6,2101,51.2248993,8
2740,3236,0,4683, ,4,5778,33.9991989,4
2741,3237,0,463, ,6,5139,53.0000000,5
2742,3087,0,814, ,1,2044,4.9754500,3
2743,3064,0,1878, ,1,4821,15.0319996,3
2744,3212,0,379, ,6,646,2.0000000,6
2745,3209,0,5202, ,6,2012,16.8959999,6
2746,3211,0,9249, ,6,3923,10.6422997,9
2747,3034,0,1702, ,1,3760,11.0129995,2
2748,3179,0,1426, ,1,5460,37.1039009,3
2749,3213,0,427, ,2,1413,32.0000000,3
2750,3023,0,92346, ,1,5513,26.3414993,1
2751,3185,0,68424, ,4,5079,22.3271008,4
2752,3188,0,630, ,1,3755,0.0000000,3
2753,3206,0,425, ,6,873,18.9106998,9
2754,3244,0,4465, ,1,1417,25.2570992,2
2755,3094,0,1762, ,5,1061,15.0170002,5
2756,3232,0,406, ,2,1387,0.0000000,2
2757,3243,0,69091, ,4,5023,22.1205006,4
2758,3174,0,3938, ,1,243,13.4263000,3
2759,3276,0,1238, ,1,4272,1.9967700,3
2760,3250,0,476, ,5,1551,36.0000000,5
2761,3253,0,358, ,4,2077,37.0000000,4
2762,3254,0,362, ,4,5613,49.2713013,4
2763,3229,0,1228, ,1,5425,2.2104800,3
2764,3239,0,5661, ,5,349,15.9013004,6
2765,3261,0,8164, ,5,2072,20.8341999,5
2766,3264,0,493, ,4,5540,46.8095016,4
2767,3265,0,726, ,5,2241,42.1156998,6
2768,3266,0,559, ,6,3764,5.9785500,9
2769,3268,0,355, ,6,3991,8.0451298,5
2770,3267,0,373, ,4,4939,0.0000000,5
2771,3263,0,445, ,1,1946,50.7709999,5
2772,3234,0,3699, ,2,434,36.0087013,3
2773,3005,0,1864, ,4,1131,31.0666008,4
2774,3092,0,1399, ,1,4632,40.0000000,3
2775,3258,0,6305, ,2,384,29.0275993,3
2776,3062,0,1403, ,6,5491,34.9501991,5
2777,3271,0,695, ,5,5635,0.0000000,5
2778,3269,0,4248, ,6,4859,37.6251984,5
2779,3274,0,652, ,1,423,8.0000000,4
2780,3210,0,850390, ,6,3210,20.8358002,9
2781,3277,0,1027, ,1,157,0.9980530,4
2782,3255,0,647, ,1,1764,7.0216498,3
2783,3259,0,984, ,1,3971,28.0569992,4
2784,3242,0,1145, ,2,4666,15.0262003,3
2785,3120,0,1688, ,1,1211,29.9645004,2
2786,3186,0,1188, ,2,995,9.9831600,2
2787,3324,0,6467, ,6,384,21.8918991,7
2788,3285,0,494, ,1,4107,36.1459999,4
2789,3286,0,671, ,1,5036,3.0000000,4
2790,3238,0,12534, ,2,3808,12.1054001,3
2791,3282,0,399, ,5,1157,4.0000000,5
2792,3291,0,3865, ,4,1098,2.4069901,4
2793,3292,0,16341, ,2,4700,17.9619007,3
2794,3272,0,5899, ,2,690,36.9662018,3
2795,3270,0,3314, ,2,5546,34.8821983,3
2796,3287,0,17351, ,4,479,17.0083008,4
2797,3279,0,377, ,1,474,37.0000000,6
2798,3297,0,352, ,1,1182,58.6608009,6
2799,3280,0,1664, ,1,4136,19.6860008,2
2800,3240,0,94579, ,1,5415,26.0762997,1
2801,3273,0,644, ,1,1764,0.0000000,3
2802,3056,0,1887, ,5,4821,6.0127201,6
2803,3301,0,459, ,5,1551,33.0000000,5
2804,3298,0,373, ,1,1062,3.9785800,6
2805,3260,0,15194, ,2,1246,18.8225002,3
2806,3404,0,933, ,4,4606,4.0000000,4
2807,3230,0,1297, ,1,994,4.0000000,3
2808,3289,0,533, ,6,148,17.0000000,5
2809,3196,0,14417, ,1,137,40.8526001,2
2810,3330,0,3345, ,1,5281,20.0505009,2
2811,3315,0,2848, ,2,5159,26.0363007,2
2812,3308,0,765, ,1,1924,0.0000000,3
2813,3295,0,9295, ,4,5556,36.2160988,4
2814,3329,0,1137, ,2,500,34.0597992,3
2815,3262,0,2566, ,2,715,34.4308014,3
2816,3331,0,1345, ,6,801,22.9657993,5
2817,3305,0,778, ,1,5504,28.0000000,3
2818,3333,0,1358, ,5,527,29.0000000,5
2819,3300,0,2540, ,4,1661,22.3472004,4
2820,3249,0,70828, ,4,5205,21.7654991,4
2821,3335,0,414, ,4,226,8.0000000,4
2822,3318,0,1081, ,1,430,8.0296297,4
2823,3344,0,5234, ,6,2012,20.6009998,6
2824,3345,0,622, ,2,5115,32.0000000,2
2825,3332,0,3432, ,1,5546,32.8512993,2
2826,3247,0,649, ,1,3697,7.0000000,4
2827,3348,0,12775, ,1,4721,12.6665001,2
2828,3288,0,608, ,1,1349,0.0000000,3
2829,3299,0,1289, ,1,1885,47.4687004,3
2830,3328,0,851834, ,6,3328,20.8295994,9
2831,3339,0,71993, ,4,672,21.5587997,4
2832,3278,0,967, ,6,876,6.0124102,6
2833,3356,0,346, ,1,3778,0.0000000,2
2834,3346,0,1420, ,2,4632,15.0000000,3
2835,3384,0,12382, ,1,789,13.0249996,2
2836,3400,0,1386, ,1,744,1.0028900,3
2837,3338,0,18297, ,1,4143,11.0508003,2
2838,3369,0,2064, ,1,4924,16.9671001,2
2839,3180,0,1329, ,1,1711,18.0000000,3
2840,3372,0,453, ,5,250,40.0000000,5
2841,3373,0,4425, ,5,921,18.5660000,6
2842,3371,0,410, ,2,5294,1.0048900,2
2843,3351,0,391, ,6,703,14.0000000,5
2844,3316,0,15521, ,1,4700,38.8722992,2
2845,3360,0,696, ,5,741,26.9223995,5
2846,3325,0,11043, ,4,1181,36.0001984,4
2847,3284,0,2576, ,2,715,31.3411007,3
2848,3380,0,3627, ,5,434,16.2903004,6
2849,3358,0,2616, ,5,1050,11.4556999,5
2850,3361,0,803, ,1,3843,24.0597992,3
2851,3383,0,716, ,5,687,30.0000000,6
2852,3359,0,478, ,4,5252,35.0000000,4
2853,3283,0,910, ,6,1576,41.0901985,9
2854,3357,0,428, ,2,3781,0.0000000,3
2855,3385,0,913, ,5,748,30.0000000,5
2856,3314,0,5067, ,1,647,15.3744001,2
2857,3307,0,954, ,4,1339,0.0000000,4
2858,3392,0,7937, ,1,4536,35.1097984,2
2859,3303,0,2888, ,1,1248,4.8291998,3
2860,3388,0,2463, ,5,656,7.6204801,6
2861,3355,0,923973, ,6,3355,20.8869991,8
2862,3393,0,458, ,1,1930,5.9738202,5
2863,3304,0,537, ,1,663,20.0000000,4
2864,3245,0,2842, ,5,1248,14.2393999,6
2865,3374,0,2058, ,1,4924,13.7656002,2
2866,3366,0,21197, ,1,602,11.9596996,2
2867,3296,0,1497, ,4,5468,44.0587997,4
2868,3399,0,937987, ,1,3399,21.9662991,1
2869,3397,0,24468, ,6,4242,12.3667002,7
2870,3405,0,1263, ,5,491,29.0000000,6
2871,3387,0,5526, ,1,2012,14.1659002,2
2872,3411,0,457, ,1,1930,0.0000000,5
2873,3378,0,578, ,6,629,26.0900993,5
2874,3390,0,571, ,5,1549,37.1297989,5
2875,3396,0,2688, ,1,183,14.9926996,2
2876,3391,0,662, ,4,1327,31.9034996,4
2877,3319,0,540, ,1,367,14.0000000,4
2878,3416,0,934788, ,1,3416,21.9897995,1
2879,3418,0,786, ,2,5504,52.2649994,3
2880,3379,0,27188, ,1,4077,37.7296982,2
2881,3310,0,728, ,1,779,33.0000000,4
2882,3419,0,367, ,1,1108,28.8421993,6
2883,3381,0,3705, ,1,434,29.0949001,2
2884,3414,0,5440, ,1,3972,6.1372800,2
2885,3227,0,2944, ,1,954,7.3793802,3
2886,3410,0,6273, ,1,119,12.9806995,2
2887,3509,0,1558, ,1,5304,0.0000000,3
2888,3426,0,3045, ,1,4075,22.5685997,3
2889,3302,0,95805, ,1,5415,26.0069008,1
2890,3428,0,3822, ,1,718,18.7605991,3
2891,3343,0,718, ,6,779,22.0000000,5
2892,3406,0,1716, ,2,1418,43.3170013,3
2893,3423,0,408, ,5,646,1.0000000,6
2894,3479,0,733, ,1,4150,3.0000000,4
2895,3403,0,26330, ,6,4295,13.3736000,8
2896,3517,0,1282, ,1,1885,2.0000000,3
2897,3433,0,27081, ,6,4340,13.6122999,8
2898,3424,0,468, ,6,4956,29.8719997,5
2899,3438,0,519, ,5,4271,0.0000000,5
2900,3442,0,389, ,5,2025,18.0000000,5
2901,3443,0,885, ,6,251,13.0000000,9
2902,3415,0,632, ,1,3755,0.0000000,3
2903,3347,0,4802, ,1,5328,27.7390003,2
2904,3447,0,422, ,5,3939,0.9952650,5
2905,3452,0,987, ,1,3971,9.0000000,4
2906,3482,0,780843, ,1,3482,19.8171005,1
2907,3451,0,1231, ,4,1885,31.9480000,4
2908,3455,0,453, ,5,4567,0.0000000,5
2909,3454,0,153595, ,1,1031,33.0493011,2
2910,3440,0,379, ,2,2025,48.2536011,3
2911,3429,0,471, ,6,809,42.0000000,5
2912,3459,0,5126, ,2,1992,46.1349983,3
2913,3395,0,924799, ,6,3395,20.8810005,8
2914,3398,0,582, ,2,383,54.0000000,3
2915,3409,0,628, ,1,1654,14.0893002,3
2916,3466,0,2168, ,6,559,19.0282993,9
2917,3352,0,2322, ,1,893,34.3824005,2
2918,3450,0,544, ,1,734,13.9485998,4
2919,3425,0,8502, ,1,5097,6.5991802,2
2920,3468,0,362, ,1,385,7.0387301,6
2921,3368,0,676, ,1,4996,0.0000000,4
2922,3386,0,2073, ,4,1827,38.8531990,4
2923,3474,0,28616, ,1,4126,37.6525993,2
2924,3421,0,4549, ,1,1417,28.8756008,2
2925,3457,0,3561, ,4,5133,17.1399002,4
2926,3445,0,29402, ,6,4466,14.0614996,9
2927,3444,0,582, ,4,1963,23.0000000,4
2928,3413,0,1788, ,6,1955,31.6965008,5
2929,3470,0,930354, ,6,3470,21.0146008,8
2930,3484,0,485, ,1,5252,2.0000000,4
2931,3486,0,964, ,4,4565,31.0000000,4
2932,3485,0,368, ,1,1108,0.0000000,6
2933,3448,0,491, ,2,5245,4.0163102,3
2934,3417,0,765, ,4,2044,30.0783997,4
2935,3483,0,1062, ,6,430,10.0187998,5
2936,3492,0,5786, ,1,3779,35.5783997,2
2937,3407,0,850, ,4,1811,22.0000000,4
2938,3490,0,1044, ,1,4625,35.0671005,4
2939,3478,0,948870, ,1,3478,21.8117008,1
2940,3494,0,488, ,5,5540,43.3530998,5
2941,3503,0,1999, ,2,5267,31.4533997,3
2942,3511,0,1467, ,5,1671,25.8383999,5
2943,3512,0,457, ,4,809,49.2146988,4
2944,3506,0,31187, ,4,4504,14.8459997,4
2945,3463,0,457, ,6,4578,0.0000000,5
2946,3467,0,1357, ,1,1925,14.1465998,3
2947,3481,0,680, ,1,4996,8.9735403,4
2948,3518,0,472, ,5,250,33.1399994,5
2949,3520,0,1964, ,1,608,12.9406996,2
2950,3522,0,925, ,5,43,22.0000000,6
2951,3514,0,31712, ,4,4504,14.6520996,4
2952,3525,0,445, ,6,4578,0.0000000,5
2953,3441,0,1135, ,2,500,14.0247002,2
2954,3523,0,41464, ,6,4717,15.8416004,9
2955,3480,0,6038, ,5,1993,28.8910007,5
2956,3495,0,490, ,1,4127,0.0000000,4
2957,3513,0,3625, ,2,3693,35.2951012,3
2958,3533,0,22636, ,1,735,33.3636017,2
2959,3532,0,23166, ,1,1430,32.6533012,2
2960,3528,0,147746, ,1,3528,34.1741982,2
2961,3536,0,372, ,1,5286,31.8281994,6
2962,3537,0,5520, ,1,2012,4.0950098,2
2963,3349,0,1482, ,2,5468,25.0000000,3
2964,3491,0,1720, ,4,1418,8.1512299,4
2965,3510,0,456, ,5,3884,5.9737101,6
2966,3539,0,9808, ,2,5631,31.3512001,2
2967,3499,0,1146, ,2,5305,17.0890999,3
2968,3498,0,2424, ,2,2202,29.4766998,2
2969,3529,0,33191, ,4,4576,14.7868996,4
2970,3370,0,11693, ,1,1219,31.2786999,2
2971,3545,0,610, ,1,1257,44.0000000,3
2972,3546,0,10002, ,1,1173,35.9113007,2
2973,3521,0,950419, ,1,3521,21.7994995,1
2974,3547,0,2225, ,5,726,27.0000000,5
2975,3548,0,35612, ,4,4644,15.6091995,4
2976,3540,0,11340, ,5,1219,30.5328007,5
2977,3551,0,2071, ,1,1827,18.0174007,2
2978,3552,0,773, ,4,1351,51.1320992,4
2979,3488,0,931198, ,6,3488,21.0060005,8
2980,3394,0,1480, ,4,5491,14.0190001,4
2981,3535,0,24350, ,1,4242,32.5788994,1
2982,3557,0,922, ,4,1576,32.0000000,4
2983,3508,0,611, ,1,1257,34.0000000,3
2984,3507,0,700, ,1,4311,40.0000000,4
2985,3534,20,1323,Chiwawa,0,3534,10.3661003,10
2986,3501,19,946,Chiwawa,0,3501,11.0931997,10
2987,3554,0,467, ,1,242,49.0000000,5
2988,3473,0,4807, ,1,5328,34.5495987,2
2989,3489,0,810, ,4,2044,0.0000000,4
2990,3500,0,823, ,4,1811,27.0000000,4
2991,3563,0,7904, ,1,4536,35.5203018,2
2992,3568,0,1997, ,1,62,37.4961014,2
2993,3437,0,860, ,1,5157,17.1187992,2
2994,3556,0,955630, ,6,3556,21.3012009,8
2995,3549,0,1106, ,1,4521,0.0000000,4
2996,3599,0,2335, ,1,893,33.3684006,2
2997,3577,0,1444, ,1,114,41.2211990,3
2998,3543,0,3225, ,1,4341,32.4739990,3
2999,3673,0,1727, ,1,1613,1.0000000,2
3000,3576,0,959034, ,6,3576,21.3271999,8
3001,3564,0,589, ,2,4912,13.0000000,2
3002,3579,0,956971, ,1,3579,21.6737003,1
3003,3584,0,426, ,2,1413,1.0000000,3
3004,3585,0,7236, ,1,3809,37.3700981,2
3005,3586,0,2698, ,1,183,3.2349601,2
3006,3578,0,3094, ,1,4075,0.6050830,3
3007,3553,0,12390, ,2,789,31.9237003,3
3008,3377,0,2853, ,2,1606,23.7360992,3
3009,3569,0,1438, ,1,5491,37.1786995,3
3010,3401,0,1826, ,2,1065,42.0460014,3
3011,3595,0,369, ,1,5290,1.0054300,6
3012,3544,0,39507, ,4,4677,16.2117004,4
3013,3598,0,1094, ,5,430,14.9726000,6
3014,3600,0,517, ,5,4271,3.0116100,5
3015,3542,0,1874, ,6,572,14.0832005,5
3016,3601,0,552, ,5,148,22.0000000,5
3017,3562,0,924, ,5,43,9.0194902,6
3018,3572,0,381, ,4,703,0.0000000,4
3019,3604,0,1380, ,6,527,16.0231991,5
3020,3567,0,816, ,6,1884,10.0246000,8
3021,3580,0,2666, ,6,1919,13.5908003,5
3022,3602,0,4228, ,5,921,13.6090002,6
3023,3560,0,2606, ,4,1919,20.8456001,4
3024,3583,0,960108, ,6,3583,21.3204002,8
3025,3590,0,403, ,4,1142,18.8118992,4
3026,3612,0,626, ,1,1654,31.0000000,3
3027,3618,0,547, ,1,5463,36.0000000,4
3028,3619,0,713, ,1,190,45.0000000,4
3029,3550,0,616, ,2,1257,34.1105003,4
3030,3597,0,632, ,4,1764,32.1012993,4
3031,3526,0,507, ,1,261,29.8817005,4
3032,3615,0,1145, ,2,1810,26.4480991,2
3033,3607,0,514, ,1,4728,2.0000000,4
3034,3624,0,146382, ,1,3624,34.4035988,2
3035,3626,0,4682, ,1,5778,4.4019799,2
3036,3627,0,464, ,1,1551,1.0086401,5
3037,3487,0,3782, ,2,267,30.6536999,2
3038,3625,6,371,Upper Entiat,0,3625,0.0000000,10
3039,3497,0,1086, ,4,430,23.0000000,5
3040,3637,13,564,Upper Entiat,0,3637,0.0000000,10
3041,3587,0,15633, ,4,4700,30.4571991,4
3042,3639,0,650, ,4,1589,41.8708992,4
3043,3496,0,34971, ,1,4576,36.4494019,2
3044,3644,0,1619, ,2,440,33.6362991,4
3045,3640,0,16384, ,4,147,30.9297009,4
3046,3605,0,570, ,2,357,21.0000000,2
3047,3515,0,1765, ,2,572,28.0317993,3
3048,3646,0,6287, ,1,119,38.9267006,2
3049,3649,0,5524, ,1,2012,38.9213982,2
3050,3651,0,740, ,1,4168,39.0000000,4
3051,3614,0,7072, ,1,975,1.1828001,2
3052,3653,0,139157, ,0,3653,36.1142006,0
3053,3430,0,97454, ,1,5469,25.9214001,2
3054,3606,0,958882, ,1,3606,21.6495991,1
3055,3565,0,5994, ,1,416,36.6987000,2
3056,3650,0,1185, ,2,995,35.0591011,2
3057,3524,0,322160, ,1,3524,19.3668995,2
3058,3641,0,444, ,1,4076,25.1128006,5
3059,3656,0,1056484, ,1,3656,22.0429001,1
3060,3666,0,348, ,2,4704,26.1495991,3
3061,3621,0,884, ,6,1576,33.0000000,5
3062,3633,0,4996, ,4,1992,28.9780998,4
3063,3667,0,4993, ,1,1992,40.1717987,2
3064,3663,0,349, ,1,4704,0.0000000,2
3065,3622,0,2128, ,1,74,27.6242008,2
3066,3642,0,18456, ,1,573,31.6882000,2
3067,3647,9,2778,Upper Entiat,0,3647,6.6020198,10
3068,3662,0,966470, ,6,3662,21.3281002,8
3069,3674,24,616,Upper Entiat,0,3674,17.0000000,10
3070,3676,0,358, ,1,3991,4.0000000,6
3071,3677,0,431, ,2,4318,41.0000000,3
3072,3678,0,963, ,4,1231,36.0000000,4
3073,3613,0,963313, ,6,3613,21.3211994,8
3074,3725,0,2681, ,1,183,23.2413006,2
3075,3684,0,356, ,1,443,0.0000000,6
3076,3608,0,6477, ,6,384,13.2233000,7
3077,3685,0,4754, ,1,5778,18.3463001,2
3078,3686,0,713, ,4,1432,40.1123009,4
3079,3689,0,663, ,4,741,39.0000000,4
3080,3661,0,445, ,4,1946,31.0000000,4
3081,3694,0,516, ,5,1318,0.0000000,5
3082,3645,0,37244, ,1,4409,36.0457993,2
3083,3665,0,457, ,1,1930,3.0000000,5
3084,3681,37,365,Chiwawa,0,3681,5.0274200,10
3085,3697,40,649,Chiwawa,0,3697,14.0000000,10
3086,3682,0,1057197, ,1,3682,22.0337009,1
3087,3566,0,2341, ,2,1168,17.0774002,3
3088,3527,0,1551, ,4,440,26.0000000,4
3089,3630,0,1211, ,4,1885,27.7632999,4
3090,3652,0,493, ,4,5252,35.3932991,4
3091,3690,0,669, ,1,5036,1.0029900,4
3092,3616,0,1691, ,1,3760,6.0000000,2
3093,3702,0,1978, ,1,3957,1.0060900,2
3094,3628,0,925, ,1,1576,1.0000000,4
3095,3664,0,324344, ,1,3664,19.3174992,2
3096,3706,0,1533, ,1,234,0.6252950,3
3097,3620,0,1853, ,5,1065,32.9649010,5
3098,3691,0,1113, ,5,995,16.8985996,5
3099,3672,0,516, ,5,5463,30.1163006,5
3100,3708,0,462, ,1,1551,33.1431007,5
3101,3446,49,4002,Chiwawa,0,3446,18.0000000,10
3102,3698,50,1139,Chiwawa,0,3698,9.5882397,10
3103,3660,0,669, ,5,5036,15.0000000,5
3104,3717,0,2776, ,1,3647,6.0086498,2
3105,3718,0,1059, ,1,294,0.0000000,4
3106,3659,0,1445, ,2,5468,26.0359993,3
3107,3715,0,365, ,1,1186,0.0000000,6
3108,3671,0,677, ,6,1327,4.0118299,5
3109,3699,0,4165, ,4,5300,20.8325996,4
3110,3710,0,3095, ,4,1607,32.3614998,4
3111,3727,0,354, ,1,5306,7.0395999,6
3112,3724,0,395, ,5,703,13.0658998,5
3113,3668,0,1810, ,4,1065,31.6903992,4
3114,3732,0,1503, ,1,5552,29.0386009,3
3115,3735,0,507, ,2,1135,25.8973999,4
3116,3719,0,715, ,6,1432,40.0000000,6
3117,3738,0,1314, ,4,1444,40.9375992,4
3118,3733,0,2945, ,1,954,40.1613998,3
3119,3675,0,967856, ,6,3675,21.3251991,8
3120,3730,0,3633, ,4,434,14.2217999,4
3121,3743,0,7118, ,5,5520,27.5004005,6
3122,3658,0,684, ,1,1327,16.0000000,4
3123,3592,0,4202, ,1,921,38.8974991,3
3124,3745,0,391, ,5,4177,1.0000000,5
3125,3705,0,4182, ,1,921,0.9384580,3
3126,3688,0,11832, ,5,2095,15.4771004,6
3127,3737,0,372, ,5,1108,34.3666992,6
3128,3669,0,24476, ,4,2134,31.1961994,4
3129,3611,0,1471, ,4,5460,5.0136099,4
3130,3741,0,465, ,6,129,24.9181004,8
3131,3643,0,829, ,1,985,17.9132996,2
3132,3670,0,2774, ,1,3647,23.7241993,2
3133,3739,0,425, ,2,5303,1.0047100,2
3134,3701,0,516, ,1,175,0.0000000,4
3135,3519,0,5468, ,1,1621,10.3360996,2
3136,3493,0,2404, ,5,2202,5.0041599,5
3137,3836,0,1146, ,5,1810,4.0000000,5
3138,3784,0,656, ,1,4547,3.0000000,4
3139,3757,0,566, ,5,632,0.0000000,6
3140,3769,0,653, ,1,423,0.0000000,4
3141,3856,0,75756, ,1,706,23.0571995,2
3142,3731,0,1245, ,4,5425,20.8430996,4
3143,3744,0,76529, ,1,5196,22.8820000,2
3144,3752,72,543,Chiwawa,0,3752,18.5342999,10
3145,3740,0,5568, ,4,1555,18.0004997,4
3146,3763,0,61899, ,1,627,52.7243996,1
3147,3764,76,560,Chiwawa,0,3764,7.9714499,10
3148,3746,0,351, ,6,204,6.0342498,6
3149,3742,0,975050, ,6,3742,21.3705006,8
3150,3766,0,526, ,5,1318,0.0000000,5
3151,3693,67,3590,Chiwawa,0,3693,34.9963989,10
3152,3760,71,1701,Chiwawa,0,3760,15.8408003,10
3153,3748,0,637, ,4,5115,12.0376997,4
3154,3771,0,373, ,1,1062,33.0000000,6
3155,3790,0,866, ,1,187,34.0786018,2
3156,3776,0,61226, ,1,627,53.2853012,1
3157,3777,0,511, ,1,476,0.0000000,4
3158,3770,69,5354,Chiwawa,0,3770,28.8540001,10
3159,3778,68,347,Chiwawa,0,3778,51.0000000,10
3160,3775,0,1296, ,1,994,33.7589989,3
3161,3779,70,5743,Chiwawa,0,3779,30.2066002,10
3162,3780,0,975, ,1,891,49.1006012,4
3163,3781,94,428,Chiwawa,0,3781,23.1075993,10
3164,3723,0,587, ,2,150,17.0000000,3
3165,3788,0,347, ,1,3778,17.0000000,2
3166,3765,0,6549, ,2,4377,16.9113998,2
3167,3796,0,423, ,2,869,43.2034988,3
3168,3797,0,753, ,6,779,22.0583992,6
3169,3791,0,2342, ,6,206,15.5825996,5
3170,3783,0,453, ,1,250,22.0974007,5
3171,3703,0,8483, ,1,5097,36.8913994,2
3172,3704,0,1060329, ,1,3704,22.0006008,1
3173,3655,0,2420, ,6,656,21.9818001,5
3174,3798,0,4968, ,6,647,22.3472004,7
3175,3753,0,1320, ,5,801,13.9787998,5
3176,3802,0,546, ,6,367,17.0000000,5
3177,3747,0,5181, ,1,91,35.4552994,2
3178,3800,0,8961, ,1,2073,36.1437988,3
3179,3782,79,6326,Chiwawa,0,3782,29.7623997,10
3180,3617,78,4877,Chiwawa,0,3617,20.1690006,10
3181,3654,28,6417,Upper Entiat,0,3654,11.5011997,10
3182,3795,27,477,Upper Entiat,0,3795,0.0000000,10
3183,3807,0,353, ,1,4743,0.0000000,6
3184,3799,0,389, ,4,4873,0.0000000,4
3185,3805,0,356, ,6,5387,11.0000000,5
3186,3772,0,13696, ,6,419,15.4168997,5
3187,3858,0,7571, ,1,695,5.9029298,2
3188,3812,0,1169, ,6,5412,3.0000000,5
3189,3755,43,631,Upper Entiat,0,3755,0.9968320,10
3190,3787,42,753,Upper Entiat,0,3787,9.0239201,10
3191,3815,0,1855, ,5,1061,14.0000000,6
3192,3816,0,456, ,6,1930,0.0000000,7
3193,3449,0,7436, ,1,5520,17.9132004,2
3194,3754,0,3758, ,1,376,19.9078007,2
3195,3793,0,530, ,1,148,4.0000000,4
3196,3803,0,393, ,5,1157,0.0000000,6
3197,3720,0,1351, ,1,1925,17.0251999,3
3198,3810,0,7849, ,4,445,19.0984993,4
3199,3789,0,1893, ,5,572,19.0000000,5
3200,3825,0,2238, ,6,726,23.3276005,9
3201,3824,0,703, ,1,4311,18.0000000,4
3202,3696,0,38823, ,1,4677,35.6193008,2
3203,3828,0,7676, ,1,3714,7.5310602,2
3204,3829,0,52329, ,1,501,61.1659012,1
3205,3785,0,498, ,1,788,9.0361795,4
3206,3709,0,3788, ,1,267,18.4473000,2
3207,3801,0,8078, ,6,2072,22.6338005,5
3208,3838,0,1588, ,2,5304,45.0567017,3
3209,3758,0,1555, ,1,4648,2.3197601,3
3210,3835,0,3116, ,1,161,0.2692940,3
3211,3830,0,392, ,5,4177,0.0000000,5
3212,3841,0,929, ,1,43,6.0000000,4
3213,3814,0,1035, ,1,4625,0.2127970,4
3214,3804,0,1892, ,1,4821,4.2402902,3
3215,3734,0,1224, ,1,5425,4.3402801,3
3216,3809,31,7250,Upper Entiat,0,3809,10.9080000,10
3217,3846,32,536,Upper Entiat,0,3846,8.0000000,10
3218,3849,0,481, ,1,5063,5.0000000,4
3219,3854,0,1653, ,1,4136,0.2801370,2
3220,3826,0,707, ,1,4311,17.0480995,4
3221,3842,0,2101, ,1,74,5.1570401,2
3222,3857,0,5701, ,4,349,29.4225998,4
3223,3859,0,5126, ,1,5447,5.0809598,2
3224,3736,0,3484, ,2,5546,24.6727009,3
3225,3820,0,1075970, ,1,3820,21.8829994,1
3226,3728,0,8467, ,4,5253,25.6135006,4
3227,3840,0,10866, ,2,512,26.9452991,3
3228,3850,0,1444, ,1,114,11.0305004,3
3229,3768,0,978530, ,6,3768,21.3467999,8
3230,3869,0,73241, ,1,5282,23.2938995,2
3231,3870,0,25794, ,4,2134,31.3085003,4
3232,3806,0,14268, ,1,137,35.8953018,2
3233,3872,0,617, ,1,3674,0.0000000,3
3234,3861,0,550, ,1,1318,0.0000000,4
3235,3817,0,14604, ,2,137,15.3541002,3
3236,3865,0,647, ,1,1764,18.0000000,3
3237,3876,0,848, ,1,824,0.4807610,2
3238,3879,0,5797, ,5,416,16.3237000,6
3239,3851,0,435, ,4,1745,0.0000000,4
3240,3873,0,1026, ,5,1231,34.2205009,6
