OID_,ppt_ID,shed,scen,treatment,delta
,7263, ,5,10,7.0028400
,7292, ,5,10,11.5194998
,7333, ,5,10,6.9618001
,7355, ,5,10,11.4049997
,7384, ,5,10,6.8725500
,7437, ,5,10,10.6591997
,7445, ,5,10,6.8283801
,7480, ,5,10,10.6086998
,7569, ,5,10,10.5489998
,7602, ,5,10,10.4787998
,7605, ,5,10,6.7999802
,7629, ,5,10,5.1525798
,7630, ,5,10,4.7434602
,7652, ,5,10,10.1317997
,7657, ,5,10,5.1589599
,7668, ,5,10,10.0474005
,7684, ,5,10,6.7656898
,7685, ,5,10,5.1793399
,7711, ,5,10,4.7389002
,7712, ,5,10,4.7294102
,7714, ,5,10,10.0040998
,7741, ,5,10,9.9528399
,7749, ,5,10,4.7147298
,7940, ,5,10,4.6982799
,7950, ,5,10,4.6332002
,8049, ,5,10,4.0900898
,8136, ,5,10,4.0779300
,8139, ,5,10,4.0827899
,8175, ,5,10,4.0502100
,8194, ,5,10,4.0107198
,8272, ,5,10,4.0047798
,8273, ,5,10,3.9969201
,8280, ,5,10,3.9911699
,8353, ,5,10,3.9737699
,8396, ,5,10,3.6833601
,8399, ,5,10,3.9398501
,8415, ,5,10,3.6458001
,8584, ,5,10,3.6405301
,8599, ,5,10,3.6319201
,8608, ,5,10,3.6244500
,8701, ,5,10,3.6171601
,8813, ,5,10,3.6032701
,8845, ,5,10,3.5987999
,8852, ,5,10,3.5884800
,8873, ,5,10,3.5711300
,8953, ,5,10,3.5668600
,8991, ,5,10,3.5615301
,9013, ,5,10,3.5536101
,43, ,6,50,0.0000000
,61, ,6,50,0.0000000
,62, ,6,50,0.0000000
,74, ,6,50,0.0000000
,86, ,6,50,0.0000000
,89, ,6,50,0.0000000
,91, ,6,50,0.0000000
,95, ,6,50,0.0000000
,105, ,6,50,0.0645062
,106, ,6,50,0.0366707
,114, ,6,50,0.0000000
,119, ,6,50,0.0808995
,129, ,6,50,6.6666598
,137, ,6,50,0.2805470
,140, ,6,50,11.0172005
,147, ,6,50,0.3992540
,148, ,6,50,0.0000000
,150, ,6,50,0.0000000
,153, ,6,50,2.4044299
,157, ,6,50,4.9334602
,160, ,6,50,0.6760390
,161, ,6,50,1.8224699
,166, ,6,50,0.0000000
,169, ,6,50,0.6928630
,181, ,6,50,6.2500000
,182, ,6,50,0.0000000
,183, ,6,50,0.1888260
,187, ,6,50,0.0000000
,189, ,6,50,0.0000000
,204, ,6,50,0.0000000
,205, ,6,50,0.0000000
,206, ,6,50,2.0016401
,207, ,6,50,3.1278000
,208, ,6,50,2.7984400
,209, ,6,50,2.7398901
,211, ,6,50,0.0000000
,217, ,6,50,2.3328700
,223, ,6,50,2.4229600
,225, ,6,50,1.3984200
,226, ,6,50,0.0000000
,227, ,6,50,2.6738000
,228, ,6,50,0.0000000
,234, ,6,50,2.3411801
,235, ,6,50,0.0000000
,237, ,6,50,2.5463099
,239, ,6,50,2.1201501
,242, ,6,50,0.0000000
,243, ,6,50,2.3461499
,250, ,6,50,0.0000000
,251, ,6,50,7.5375800
,261, ,6,50,0.0000000
,262, ,6,50,0.0000000
,267, ,6,50,7.6630402
,294, ,6,50,5.5555601
,316, ,6,50,0.0000000
,330, ,6,50,0.0000000
,333, ,6,50,4.6036501
,344, ,6,50,0.0000000
,349, ,6,50,1.1599600
,351, ,6,50,1.9407700
,352, ,6,50,0.0000000
,358, ,6,50,1.4227800
,367, ,6,50,0.0000000
,374, ,6,50,0.0000000
,375, ,6,50,0.0000000
,376, ,6,50,1.5604700
,383, ,6,50,0.0000000
,384, ,6,50,0.9465630
,385, ,6,50,0.0000000
,386, ,6,50,0.0000000
,391, ,6,50,8.1604404
,393, ,6,50,1.3626699
,401, ,6,50,0.0000000
,416, ,6,50,4.0359802
,419, ,6,50,3.8877399
,422, ,6,50,4.2975001
,423, ,6,50,0.0000000
,430, ,6,50,8.3333302
,434, ,6,50,4.0966401
,437, ,6,50,1.5248500
,440, ,6,50,1.6460201
,443, ,6,50,0.0000000
,445, ,6,50,1.5319700
,450, ,6,50,4.5585098
,451, ,6,50,0.0000000
,459, ,6,50,2.8722999
,475, ,6,50,0.0000000
,476, ,6,50,8.3333302
,479, ,6,50,3.2119100
,481, ,6,50,1.4423400
,487, ,6,50,0.0000000
,488, ,6,50,0.0000000
,490, ,6,50,1.3791100
,491, ,6,50,0.0000000
,499, ,6,50,8.3500004
,500, ,6,50,0.0000000
,501, ,6,50,1.6114300
,512, ,6,50,0.9285600
,527, ,6,50,2.0196500
,558, ,6,50,0.0000000
,559, ,6,50,1.8382601
,572, ,6,50,0.0000000
,573, ,6,50,2.8651500
,576, ,6,50,0.0000000
,577, ,6,50,0.9728320
,578, ,6,50,4.5454502
,597, ,6,50,0.0000000
,602, ,6,50,2.6464200
,607, ,6,50,0.0000000
,608, ,6,50,0.0000000
,613, ,6,50,1.4959100
,615, ,6,50,0.1705630
,627, ,6,50,1.5950800
,628, ,6,50,2.3231499
,629, ,6,50,0.0000000
,632, ,6,50,0.0000000
,641, ,6,50,0.0000000
,647, ,6,50,1.5686400
,655, ,6,50,0.0000000
,656, ,6,50,0.0000000
,657, ,6,50,0.0000000
,663, ,6,50,0.0000000
,672, ,6,50,1.5027900
,687, ,6,50,0.0000000
,690, ,6,50,1.3799800
,691, ,6,50,1.4920200
,692, ,6,50,0.0000000
,693, ,6,50,0.0000000
,695, ,6,50,1.7530600
,703, ,6,50,0.0000000
,706, ,6,50,1.5465699
,710, ,6,50,2.5755701
,715, ,6,50,0.0000000
,718, ,6,50,1.7083400
,726, ,6,50,2.7777801
,731, ,6,50,0.0000000
,734, ,6,50,0.0000000
,735, ,6,50,2.4349599
,738, ,6,50,0.0000000
,740, ,6,50,1.6059200
,741, ,6,50,0.0000000
,744, ,6,50,3.3814900
,748, ,6,50,0.0000000
,772, ,6,50,0.9448680
,776, ,6,50,8.3498402
,779, ,6,50,0.0000000
,781, ,6,50,0.0000000
,784, ,6,50,1.7475600
,788, ,6,50,8.3500404
,789, ,6,50,1.1500601
,796, ,6,50,10.0000000
,800, ,6,50,1.7932600
,801, ,6,50,0.0000000
,809, ,6,50,0.0000000
,810, ,6,50,4.5194101
,815, ,6,50,1.8216900
,824, ,6,50,0.0000000
,825, ,6,50,0.6890450
,869, ,6,50,0.0000000
,873, ,6,50,0.0000000
,876, ,6,50,0.0000000
,878, ,6,50,1.8116300
,887, ,6,50,1.8516999
,889, ,6,50,2.1062500
,890, ,6,50,1.7597300
,891, ,6,50,2.2750599
,904, ,6,50,2.2709401
,916, ,6,50,0.0000000
,918, ,6,50,2.3810999
,919, ,6,50,0.0000000
,921, ,6,50,3.3338201
,924, ,6,50,1.9196301
,928, ,6,50,0.0000000
,929, ,6,50,9.5466003
,931, ,6,50,0.0000000
,934, ,6,50,4.7964301
,947, ,6,50,0.4475410
,948, ,6,50,0.0000000
,952, ,6,50,1.5673900
,953, ,6,50,1.7878100
,954, ,6,50,0.0000000
,955, ,6,50,0.0000000
,956, ,6,50,4.0035701
,959, ,6,50,1.4785600
,963, ,6,50,1.8764100
,974, ,6,50,3.8425701
,975, ,6,50,2.5246201
,977, ,6,50,6.6666598
,985, ,6,50,2.9411800
,989, ,6,50,1.8545500
,991, ,6,50,0.7863410
,992, ,6,50,1.6721801
,993, ,6,50,1.4931600
,994, ,6,50,3.2258101
,995, ,6,50,0.0000000
,1008, ,6,50,1.4667500
,1022, ,6,50,10.0000000
,1031, ,6,50,1.8463900
,1037, ,6,50,5.4545398
,1042, ,6,50,1.8777601
,1050, ,6,50,0.0000000
,1061, ,6,50,0.0000000
,1065, ,6,50,2.5884299
,1066, ,6,50,2.5591500
,1081, ,6,50,2.3769200
,1097, ,6,50,1.8762900
,1098, ,6,50,2.2562900
,1107, ,6,50,0.0000000
,1108, ,6,50,4.7618999
,1110, ,6,50,0.0000000
,1111, ,6,50,0.0000000
,1119, ,6,50,1.8817500
,1128, ,6,50,2.0285101
,1131, ,6,50,0.0000000
,1132, ,6,50,1.8619400
,1135, ,6,50,0.0000000
,1141, ,6,50,2.0622301
,1155, ,6,50,1.8545800
,1166, ,6,50,1.8728400
,1168, ,6,50,0.0000000
,1173, ,6,50,2.1994801
,1176, ,6,50,0.0000000
,1181, ,6,50,2.3486199
,1182, ,6,50,4.0816202
,1198, ,6,50,4.4439702
,1200, ,6,50,1.8536201
,1209, ,6,50,4.2232099
,1211, ,6,50,0.0000000
,1219, ,6,50,2.5054600
,1222, ,6,50,0.0000000
,1231, ,6,50,2.7053299
,1238, ,6,50,1.8486201
,1246, ,6,50,2.1684101
,1247, ,6,50,0.0000000
,1248, ,6,50,4.1551199
,1256, ,6,50,4.2313099
,1257, ,6,50,3.7735801
,1260, ,6,50,4.1679401
,1262, ,6,50,1.8375601
,1285, ,6,50,3.7062600
,1301, ,6,50,1.9699000
,1322, ,6,50,6.4677701
,1323, ,6,50,4.2081099
,1339, ,6,50,3.9920599
,1340, ,6,50,3.4266901
,1342, ,6,50,3.6564901
,1345, ,6,50,3.4071600
,1351, ,6,50,4.0000000
,1366, ,6,50,2.0513501
,1371, ,6,50,6.4516201
,1378, ,6,50,4.2285700
,1380, ,6,50,1.6536000
,1381, ,6,50,2.0750699
,1386, ,6,50,4.3165498
,1387, ,6,50,0.0000000
,1393, ,6,50,2.2311299
,1394, ,6,50,2.2352600
,1397, ,6,50,2.2393899
,1402, ,6,50,16.8843994
,1403, ,6,50,0.0000000
,1413, ,6,50,0.0000000
,1414, ,6,50,2.2562101
,1417, ,6,50,3.9121699
,1418, ,6,50,0.0000000
,1430, ,6,50,2.1111400
,1432, ,6,50,2.7026999
,1438, ,6,50,4.9966302
,1439, ,6,50,0.0000000
,1451, ,6,50,0.0000000
,1452, ,6,50,1.7509300
,1462, ,6,50,1.7395101
,1463, ,6,50,1.6823800
,1492, ,6,50,8.0000000
,1499, ,6,50,2.2790799
,1511, ,6,50,1.6028500
,1525, ,6,50,1.6708500
,1529, ,6,50,0.0000000
,1532, ,6,50,0.0000000
,1541, ,6,50,2.3082299
,1549, ,6,50,2.8473599
,1550, ,6,50,1.2208500
,1551, ,6,50,4.7618999
,1553, ,6,50,2.2848599
,1555, ,6,50,3.4203200
,1576, ,6,50,2.5641000
,1588, ,6,50,1.5287200
,1589, ,6,50,0.0000000
,1606, ,6,50,2.4040699
,1607, ,6,50,1.3888400
,1610, ,6,50,2.4436200
,1616, ,6,50,2.2872500
,1620, ,6,50,4.1141801
,1621, ,6,50,0.5159710
,1623, ,6,50,0.0000000
,1636, ,6,50,0.4824790
,1640, ,6,50,2.2752600
,1654, ,6,50,6.0095801
,1656, ,6,50,5.4053998
,1660, ,6,50,9.9734697
,1661, ,6,50,0.0000000
,1663, ,6,50,5.6603699
,1664, ,6,50,2.8484199
,1670, ,6,50,0.0000000
,1671, ,6,50,0.0000000
,1672, ,6,50,2.2780099
,1711, ,6,50,0.0000000
,1712, ,6,50,0.0000000
,1716, ,6,50,2.2831600
,1718, ,6,50,0.0000000
,1723, ,6,50,2.0408299
,1724, ,6,50,3.4482901
,1745, ,6,50,0.0000000
,1764, ,6,50,3.8461399
,1776, ,6,50,1.2218699
,1784, ,6,50,2.2794600
,1794, ,6,50,0.0000000
,1797, ,6,50,6.8782501
,1810, ,6,50,2.8571401
,1811, ,6,50,3.0435400
,1821, ,6,50,3.5714300
,1827, ,6,50,3.7996399
,1849, ,6,50,5.5555601
,1868, ,6,50,2.2819500
,1869, ,6,50,0.0000000
,1871, ,6,50,5.9829998
,1880, ,6,50,5.5685802
,1884, ,6,50,0.0000000
,1885, ,6,50,0.0000000
,1887, ,6,50,3.5714300
,1890, ,6,50,5.5505700
,1891, ,6,50,2.3211901
,1907, ,6,50,2.3809400
,1914, ,6,50,2.3159599
,1919, ,6,50,3.4641399
,1924, ,6,50,33.3769989
,1925, ,6,50,18.5645008
,1940, ,6,50,6.3424702
,1946, ,6,50,0.0000000
,1955, ,6,50,0.7854640
,1963, ,6,50,0.0000000
,1976, ,6,50,2.2727301
,1992, ,6,50,2.8357100
,1993, ,6,50,2.4648099
,2003, ,6,50,19.9813995
,2012, ,6,50,8.9337597
,2022, ,6,50,1.9636101
,2025, ,6,50,6.2500000
,2064, ,6,50,2.3092301
,2066, ,6,50,2.2916701
,2072, ,6,50,6.2974901
,2073, ,6,50,5.9840202
,2074, ,6,50,0.0000000
,2077, ,6,50,0.0000000
,2086, ,6,50,4.4335098
,2089, ,6,50,5.1604800
,2091, ,6,50,2.2763700
,2094, ,6,50,5.5101900
,2095, ,6,50,5.3485599
,2097, ,6,50,1.8142000
,2101, ,6,50,1.8181800
,2131, ,6,50,2.4213600
,2134, ,6,50,4.0458899
,2202, ,6,50,1.2940600
,2238, ,6,50,2.3809500
,2241, ,6,50,0.0000000
,2264, ,6,50,2.3968799
,2300, ,6,50,2.3867400
,2310, ,6,50,2.3763499
,2348, ,6,50,2.3106699
,2351, ,6,50,1.1355300
,2497, ,6,50,1.1150800
,2556, ,6,50,1.1129100
,2613, ,6,50,1.1082600
,2773, ,6,50,1.1056600
,2802, ,6,50,1.1025500
,2953, ,6,50,1.0971900
,3042, ,6,50,0.8906350
,3210, ,6,50,0.8855710
,3328, ,6,50,0.8840700
,3355, ,6,50,0.8150460
,3395, ,6,50,0.8143180
,3446, ,6,50,0.0000000
,3470, ,6,50,0.8094560
,3488, ,6,50,0.8087220
,3501, ,6,50,8.3685598
,3534, ,6,50,9.2558603
,3556, ,6,50,0.7880460
,3576, ,6,50,0.7852490
,3583, ,6,50,0.7843710
,3613, ,6,50,0.7817610
,3617, ,6,50,6.5648298
,3637, ,6,50,0.0000000
,3647, ,6,50,4.4228601
,3654, ,6,50,4.2693901
,3662, ,6,50,0.7792070
,3674, ,6,50,0.0000000
,3675, ,6,50,0.7780910
,3681, ,6,50,14.3247995
,3693, ,6,50,6.2412500
,3697, ,6,50,0.0000000
,3698, ,6,50,4.5904899
,3714, ,6,50,2.2748001
,3742, ,6,50,0.7723510
,3752, ,6,50,10.6814003
,3755, ,6,50,99.8414993
,3760, ,6,50,3.4097500
,3764, ,6,50,0.0000000
,3768, ,6,50,0.7696040
,3770, ,6,50,5.3547502
,3778, ,6,50,7.8431401
,3779, ,6,50,5.4659400
,3781, ,6,50,0.0000000
,3782, ,6,50,5.2128000
,3787, ,6,50,11.1259003
,3808, ,6,50,5.9363499
,3809, ,6,50,3.9817300
,3818, ,6,50,38.4922981
,3846, ,6,50,0.0000000
,3853, ,6,50,3.7524300
,3871, ,6,50,0.7495200
,3884, ,6,50,0.0000000
,3890, ,6,50,0.0000000
,3891, ,6,50,3.0910101
,3895, ,6,50,20.3973999
,3903, ,6,50,0.0000000
,3923, ,6,50,2.3269601
,3928, ,6,50,0.7479580
,3932, ,6,50,3.0305400
,3957, ,6,50,7.3237100
,3958, ,6,50,6.1234398
,3971, ,6,50,3.7037001
,3972, ,6,50,16.2105999
,3991, ,6,50,5.5710902
,3993, ,6,50,11.9214001
,4005, ,6,50,0.0000000
,4012, ,6,50,0.0000000
,4014, ,6,50,2.1784599
,4020, ,6,50,5.8456802
,4021, ,6,50,0.0000000
,4033, ,6,50,3.7037001
,4034, ,6,50,5.9473901
,4051, ,6,50,7.2064099
,4052, ,6,50,0.7471730
,4063, ,6,50,5.5555701
,4075, ,6,50,3.0632000
,4077, ,6,50,4.5918498
,4107, ,6,50,5.5892901
,4108, ,6,50,4.6353402
,4126, ,6,50,4.6922698
,4127, ,6,50,4.9898400
,4136, ,6,50,5.6569800
,4137, ,6,50,0.7452420
,4140, ,6,50,0.7461750
,4142, ,6,50,4.5454502
,4143, ,6,50,7.0848699
,4150, ,6,50,9.1033201
,4153, ,6,50,2.7815499
,4168, ,6,50,5.4054098
,4169, ,6,50,4.7315898
,4177, ,6,50,0.0000000
,4178, ,6,50,4.4773002
,4199, ,6,50,0.0000000
,4221, ,6,50,4.7873902
,4227, ,6,50,6.2405601
,4228, ,6,50,1.8276000
,4232, ,6,50,4.8179998
,4238, ,6,50,0.7027370
,4242, ,6,50,6.2292299
,4245, ,6,50,7.4074101
,4258, ,6,50,0.7016980
,4271, ,6,50,7.0043402
,4272, ,6,50,6.4464002
,4280, ,6,50,4.8792701
,4281, ,6,50,4.1666698
,4288, ,6,50,6.2627501
,4295, ,6,50,6.3528399
,4298, ,6,50,0.0000000
,4311, ,6,50,7.8947401
,4316, ,6,50,5.2248402
,4318, ,6,50,4.5559902
,4328, ,6,50,4.9156899
,4329, ,6,50,16.6667004
,4333, ,6,50,5.6061101
,4339, ,6,50,4.3478298
,4340, ,6,50,6.3617401
,4341, ,6,50,3.2248199
,4366, ,6,50,0.7009160
,4372, ,6,50,3.8416600
,4373, ,6,50,5.2925801
,4377, ,6,50,4.4329300
,4382, ,6,50,0.0000000
,4399, ,6,50,5.0000000
,4409, ,6,50,4.8348098
,4439, ,6,50,6.3531499
,4445, ,6,50,0.0000000
,4465, ,6,50,8.6410103
,4466, ,6,50,6.2979598
,4476, ,6,50,5.8696799
,4494, ,6,50,4.7987299
,4495, ,6,50,4.8780499
,4497, ,6,50,5.7142901
,4498, ,6,50,6.3232598
,4503, ,6,50,4.0032401
,4504, ,6,50,6.2611699
,4505, ,6,50,0.6942450
,4521, ,6,50,2.4434199
,4533, ,6,50,4.3956299
,4536, ,6,50,6.2833800
,4545, ,6,50,7.2517600
,4546, ,6,50,4.8515401
,4547, ,6,50,4.8855000
,4553, ,6,50,6.4507098
,4565, ,6,50,0.0000000
,4576, ,6,50,6.2336001
,4577, ,6,50,5.1319399
,4580, ,6,50,0.6930830
,4587, ,6,50,0.6927520
,4602, ,6,50,4.3690901
,4603, ,6,50,0.6917090
,4605, ,6,50,4.7763200
,4606, ,6,50,6.4516201
,4610, ,6,50,3.3527901
,4611, ,6,50,0.6905330
,4612, ,6,50,0.6900150
,4625, ,6,50,2.5024199
,4632, ,6,50,8.3392801
,4634, ,6,50,4.7443099
,4641, ,6,50,0.6770130
,4644, ,6,50,5.9425998
,4648, ,6,50,2.0408199
,4660, ,6,50,5.1724200
,4664, ,6,50,6.4767399
,4666, ,6,50,6.8504200
,4670, ,6,50,6.4642801
,4671, ,6,50,3.7079301
,4677, ,6,50,6.0065498
,4680, ,6,50,5.4545498
,4681, ,6,50,2.0000000
,4683, ,6,50,3.0753400
,4690, ,6,50,6.5261598
,4700, ,6,50,4.0627398
,4704, ,6,50,8.2191696
,4717, ,6,50,5.8637500
,4721, ,6,50,6.6018200
,4722, ,6,50,7.8862300
,4728, ,6,50,7.8947501
,4732, ,6,50,2.8526299
,4741, ,6,50,4.9970198
,4742, ,6,50,6.6925402
,4743, ,6,50,7.6923199
,4750, ,6,50,1.9607800
,4759, ,6,50,3.4666200
,4770, ,6,50,3.7318399
,4775, ,6,50,0.6764370
,4791, ,6,50,4.8811498
,4792, ,6,50,5.0014601
,4800, ,6,50,0.6753840
,4803, ,6,50,3.2838299
,4821, ,6,50,2.2715199
,4823, ,6,50,3.5714300
,4854, ,6,50,4.6239700
,4858, ,6,50,0.6748550
,4859, ,6,50,3.0810101
,4861, ,6,50,5.4132500
,4873, ,6,50,4.6511598
,4886, ,6,50,3.2429900
,4889, ,6,50,2.8284600
,4890, ,6,50,2.2242999
,4891, ,6,50,9.0665398
,4899, ,6,50,5.5596399
,4901, ,6,50,0.0000000
,4906, ,6,50,3.3683500
,4912, ,6,50,3.6301899
,4920, ,6,50,0.6683920
,4924, ,6,50,4.5873499
,4940, ,6,50,5.1632299
,4956, ,6,50,7.6923099
,4959, ,6,50,9.0681801
,4963, ,6,50,2.7777700
,4964, ,6,50,4.4772501
,4970, ,6,50,0.0000000
,4976, ,6,50,5.4880199
,4984, ,6,50,5.9933200
,4996, ,6,50,0.0000000
,5002, ,6,50,0.6680870
,5005, ,6,50,0.6587600
,5007, ,6,50,4.3956900
,5021, ,6,50,0.6573940
,5023, ,6,50,5.1493101
,5031, ,6,50,0.6584100
,5036, ,6,50,6.5475998
,5040, ,6,50,4.8962102
,5048, ,6,50,0.6568330
,5063, ,6,50,0.0000000
,5068, ,6,50,8.3354502
,5075, ,6,50,3.8535700
,5077, ,6,50,5.1360402
,5078, ,6,50,0.6546930
,5079, ,6,50,5.6550598
,5081, ,6,50,2.8596399
,5082, ,6,50,0.6557160
,5086, ,6,50,2.5000000
,5097, ,6,50,4.9834399
,5098, ,6,50,5.1776199
,5115, ,6,50,4.3407798
,5118, ,6,50,6.3940902
,5121, ,6,50,4.2076802
,5130, ,6,50,4.0044098
,5133, ,6,50,1.5823600
,5137, ,6,50,0.6540210
,5139, ,6,50,6.1403899
,5151, ,6,50,2.5086200
,5152, ,6,50,5.1226201
,5156, ,6,50,0.6534180
,5157, ,6,50,6.2427201
,5159, ,6,50,0.7558240
,5178, ,6,50,2.9925599
,5184, ,6,50,3.6417301
,5196, ,6,50,5.1861300
,5197, ,6,50,0.6985920
,5201, ,6,50,0.0000000
,5205, ,6,50,5.6814098
,5245, ,6,50,8.0806799
,5249, ,6,50,3.0727000
,5251, ,6,50,3.3333199
,5252, ,6,50,5.2197499
,5253, ,6,50,3.4735000
,5254, ,6,50,0.6528800
,5267, ,6,50,2.5654399
,5268, ,6,50,5.4545498
,5281, ,6,50,2.5300400
,5282, ,6,50,5.7147598
,5284, ,6,50,3.9974699
,5286, ,6,50,6.2500000
,5290, ,6,50,2.3745000
,5291, ,6,50,3.4179499
,5293, ,6,50,6.4540501
,5294, ,6,50,0.0000000
,5299, ,6,50,8.0645199
,5300, ,6,50,5.4251900
,5302, ,6,50,5.2057600
,5303, ,6,50,7.2293401
,5304, ,6,50,7.1489601
,5305, ,6,50,0.0000000
,5306, ,6,50,0.0000000
,5310, ,6,50,0.6486780
,5326, ,6,50,6.6750598
,5328, ,6,50,3.2929399
,5340, ,6,50,0.6476450
,5348, ,6,50,4.2103801
,5349, ,6,50,3.6571400
,5350, ,6,50,3.4667599
,5357, ,6,50,3.7851801
,5379, ,6,50,5.6741300
,5380, ,6,50,4.9942698
,5384, ,6,50,5.6541400
,5385, ,6,50,6.6906500
,5386, ,6,50,7.1428699
,5399, ,6,50,3.7087801
,5405, ,6,50,5.7074800
,5406, ,6,50,6.2500000
,5407, ,6,50,1.9962800
,5412, ,6,50,4.5454502
,5414, ,6,50,3.8677900
,5415, ,6,50,4.8559599
,5421, ,6,50,5.0705600
,5425, ,6,50,3.9215701
,5440, ,6,50,7.5844202
,5447, ,6,50,5.3210101
,5460, ,6,50,6.4561400
,5463, ,6,50,3.7735701
,5468, ,6,50,4.0619202
,5469, ,6,50,4.8825002
,5471, ,6,50,6.7796602
,5474, ,6,50,0.3025480
,5476, ,6,50,5.6987100
,5491, ,6,50,0.0000000
,5497, ,6,50,4.8867998
,5504, ,6,50,2.1249199
,5507, ,6,50,6.2402601
,5513, ,6,50,5.7262101
,5520, ,6,50,5.5335302
,5540, ,6,50,4.0000000
,5544, ,6,50,4.2033300
,5545, ,6,50,4.8837700
,5546, ,6,50,5.3577399
,5552, ,6,50,6.2541800
,5556, ,6,50,5.6956100
,5557, ,6,50,0.3022950
,5570, ,6,50,0.3022900
,5605, ,6,50,5.7391701
,5610, ,6,50,3.4415400
,5613, ,6,50,4.3478398
,5631, ,6,50,5.7264299
,5643, ,6,50,5.7619801
,5677, ,6,50,2.3809400
,5679, ,6,50,4.8052201
,5701, ,6,50,4.7668500
,5712, ,6,50,8.0495796
,5744, ,6,50,4.6641998
,5778, ,6,50,5.9454398
,5862, ,6,50,5.7694201
,5864, ,6,50,4.5064902
,5867, ,6,50,7.7057400
,5868, ,6,50,7.9461002
,5884, ,6,50,4.4745002
,5895, ,6,50,4.2978301
,5912, ,6,50,7.2477002
,5918, ,6,50,4.2192702
,5948, ,6,50,5.8098698
,5949, ,6,50,7.1428599
,5992, ,6,50,2.3919699
,6029, ,6,50,5.8004398
,6057, ,6,50,6.0125299
,6058, ,6,50,6.3768301
,6059, ,6,50,3.9215600
,6064, ,6,50,4.1840301
,6093, ,6,50,5.8253102
,6112, ,6,50,4.1207600
,6130, ,6,50,5.7638402
,6179, ,6,50,5.9712400
,6180, ,6,50,5.5425701
,6209, ,6,50,5.0103102
,6210, ,6,50,6.0000000
,6226, ,6,50,4.0239201
,6251, ,6,50,5.8314199
,6268, ,6,50,1.8767700
,6278, ,6,50,5.8181100
,6312, ,6,50,1.8709199
,6313, ,6,50,6.2500000
,6328, ,6,50,3.9893799
,6342, ,6,50,3.7837000
,6427, ,6,50,1.8314300
,6471, ,6,50,3.7045901
,6535, ,6,50,1.8224900
,6583, ,6,50,1.8161900
,6634, ,6,50,3.5329599
,6651, ,6,50,3.5039301
,6688, ,6,50,3.4755299
,6699, ,6,50,1.8073800
,6756, ,6,50,3.4508100
,6808, ,6,50,1.7970001
,6809, ,6,50,1.7867000
,6822, ,6,50,3.4209499
,6829, ,6,50,1.8049700
,6910, ,6,50,1.7775300
,6912, ,6,50,1.7830900
,6926, ,6,50,3.1081400
,6964, ,6,50,1.6519400
,6983, ,6,50,3.0860500
,7013, ,6,50,1.6470701
,7035, ,6,50,2.2619100
,7043, ,6,50,1.6422600
,7070, ,6,50,2.2272999
,7146, ,6,50,1.6391200
,7159, ,6,50,2.2043300
,7170, ,6,50,1.6346600
,7251, ,6,50,2.1985400
,7263, ,6,50,1.6303000
,7292, ,6,50,2.1435101
,7333, ,6,50,1.6207500
,7355, ,6,50,2.1222100
,7384, ,6,50,1.5999700
,7437, ,6,50,1.9834200
,7445, ,6,50,1.5896900
,7480, ,6,50,1.9740200
,7569, ,6,50,1.9629200
,7602, ,6,50,1.9498700
,7605, ,6,50,1.5830700
,7629, ,6,50,1.1995500
,7630, ,6,50,1.1043000
,7652, ,6,50,1.8852900
,7657, ,6,50,1.2010300
,7668, ,6,50,1.8695900
,7684, ,6,50,1.5750901
,7685, ,6,50,1.2057800
,7711, ,6,50,1.1032400
,7712, ,6,50,1.1010300
,7714, ,6,50,1.8615400
,7741, ,6,50,1.8519900
,7749, ,6,50,1.0976200
,7940, ,6,50,1.0937901
,7950, ,6,50,1.0786400
,8049, ,6,50,0.9521950
,8136, ,6,50,0.9493650
,8139, ,6,50,0.9504970
,8175, ,6,50,0.9429120
,8194, ,6,50,0.9337170
,8272, ,6,50,0.9323350
,8273, ,6,50,0.9305040
,8280, ,6,50,0.9291670
,8353, ,6,50,0.9251160
,8396, ,6,50,0.8575080
,8399, ,6,50,0.9172190
,8415, ,6,50,0.8487630
,8584, ,6,50,0.8475360
,8599, ,6,50,0.8455310
,8608, ,6,50,0.8437920
,8701, ,6,50,0.8420960
,8813, ,6,50,0.8388610
,8845, ,6,50,0.8378210
,8852, ,6,50,0.8354190
,8873, ,6,50,0.8313790
,8953, ,6,50,0.8303850
,8991, ,6,50,0.8291440
,9013, ,6,50,0.8273000
,43, ,6,30,0.0000000
,61, ,6,30,0.0000000
,62, ,6,30,0.0000000
,74, ,6,30,9.0821695
,86, ,6,30,0.0000000
,89, ,6,30,4.5816998
,91, ,6,30,3.7740300
,95, ,6,30,7.1506200
,105, ,6,30,5.2517200
,106, ,6,30,4.9445000
,114, ,6,30,5.7733498
,119, ,6,30,5.2513700
,129, ,6,30,13.3332996
,137, ,6,30,5.2466602
,140, ,6,30,16.5258007
,147, ,6,30,5.6828799
,148, ,6,30,9.1080599
,150, ,6,30,8.8287401
,153, ,6,30,9.7152395
,157, ,6,30,14.8003998
,160, ,6,30,6.3604102
,161, ,6,30,9.3343000
,166, ,6,30,9.5237799
,169, ,6,30,6.5630798
,181, ,6,30,6.2500000
,182, ,6,30,0.7553600
,183, ,6,30,7.5434799
,187, ,6,30,0.0000000
,189, ,6,30,8.3557196
,204, ,6,30,8.3570700
,205, ,6,30,3.4482901
,206, ,6,30,8.5059500
,207, ,6,30,5.7415800
