TIMESTAMP,MONTH,DAY,YEAR,HOUR,C
10.01.2001-00:00:00,10,01,2001,00,68.26
10.01.2001-03:00:00,10,01,2001,03,71.169
10.01.2001-06:00:00,10,01,2001,06,70.646
10.01.2001-09:00:00,10,01,2001,09,67.4
10.01.2001-12:00:00,10,01,2001,12,62.027
10.01.2001-15:00:00,10,01,2001,15,63.019
10.01.2001-18:00:00,10,01,2001,18,67.53
10.01.2001-21:00:00,10,01,2001,21,67.742
10.02.2001-00:00:00,10,02,2001,00,67.782
10.02.2001-03:00:00,10,02,2001,03,68.019
10.02.2001-06:00:00,10,02,2001,06,69.681
10.02.2001-09:00:00,10,02,2001,09,67.479
10.02.2001-12:00:00,10,02,2001,12,61.486
10.02.2001-15:00:00,10,02,2001,15,62.345
10.02.2001-18:00:00,10,02,2001,18,67.297
10.02.2001-21:00:00,10,02,2001,21,67.454
10.03.2001-00:00:00,10,03,2001,00,67.434
10.03.2001-03:00:00,10,03,2001,03,67.412
10.03.2001-06:00:00,10,03,2001,06,67.386
10.03.2001-09:00:00,10,03,2001,09,67.019
10.03.2001-12:00:00,10,03,2001,12,61.682
10.03.2001-15:00:00,10,03,2001,15,62.538
10.03.2001-18:00:00,10,03,2001,18,66.85
10.03.2001-21:00:00,10,03,2001,21,66.976
10.04.2001-00:00:00,10,04,2001,00,66.947
10.04.2001-03:00:00,10,04,2001,03,66.916
10.04.2001-06:00:00,10,04,2001,06,68.626
10.04.2001-09:00:00,10,04,2001,09,66.596
10.04.2001-12:00:00,10,04,2001,12,61.478
10.04.2001-15:00:00,10,04,2001,15,62.347
10.04.2001-18:00:00,10,04,2001,18,66.321
10.04.2001-21:00:00,10,04,2001,21,66.42
10.05.2001-00:00:00,10,05,2001,00,66.376
10.05.2001-03:00:00,10,05,2001,03,67.973
10.05.2001-06:00:00,10,05,2001,06,69.526
10.05.2001-09:00:00,10,05,2001,09,66.072
10.05.2001-12:00:00,10,05,2001,12,61.267
10.05.2001-15:00:00,10,05,2001,15,62.161
10.05.2001-18:00:00,10,05,2001,18,65.701
10.05.2001-21:00:00,10,05,2001,21,65.774
10.06.2001-00:00:00,10,06,2001,00,66.881
10.06.2001-03:00:00,10,06,2001,03,68.533
