FID,ppt_ID,strmMap_id,upSlp_acre,wshed_name,imputed_sm,imputedPpt,base_fc
3487,4165,0,346, ,10037,3681,12.0693998
3488,4085,0,656, ,10040,3697,12.0000000
3489,4167,0,514, ,10147,4127,8.0000000
3490,4168,163,739,Chiwawa,10163,4168,38.0000000
3491,4105,0,37779, ,10192,4328,35.0148010
3492,4170,0,442, ,10339,5063,17.0769005
3493,4053,0,1428, ,10180,4316,27.0944996
3494,4088,0,3784, ,10067,3693,19.4297009
3495,4103,0,429, ,31413,655,21.0000000
3496,4174,0,1041, ,20314,5305,42.0000000
3497,4175,0,364, ,32570,1724,51.0000000
3498,4135,0,509, ,31868,1135,26.0000000
3499,4176,0,3829, ,10067,3693,52.9504013
3500,4150,81,733,Upper Entiat,20081,4150,11.0150003
3501,4177,83,392,Upper Entiat,20083,4177,13.0000000
3502,4156,0,891, ,10150,4033,8.0504999
3503,4179,0,1484, ,10180,4316,5.0067401
3504,4181,0,1161, ,32654,1849,15.0000000
3505,4186,0,786, ,10122,3993,2.9618299
3506,4187,0,46482, ,10271,4634,8.1142197
3507,4019,0,1106, ,10050,3698,36.0326004
3508,4172,0,778, ,32577,1718,7.0179901
3509,4144,0,445, ,10339,5063,35.0000000
3510,4312,0,1442, ,10180,4316,3.2607501
3511,4159,0,13614, ,30276,106,28.1658993
3512,4137,0,1010518, ,0,0,24.6198006
3513,4193,0,3675, ,10067,3693,22.1327991
3514,4222,0,1906, ,10114,3957,32.9827003
3515,4195,0,513, ,10147,4127,41.0798988
3516,4173,0,4337, ,20107,4153,20.7735996
3517,4196,0,14182, ,30276,106,28.8199997
3518,4094,0,992, ,10019,3501,36.0000000
3519,4100,0,2146, ,10412,5440,38.5997009
3520,4180,0,38571, ,10192,4328,34.6595993
3521,4152,0,631, ,32471,1654,29.0000000
3522,4149,0,830, ,10122,3993,40.0964012
3523,4201,0,17941, ,10130,4034,45.9789009
3524,4182,0,56892, ,31052,613,38.1501007
3525,4194,0,1171014, ,0,0,17.0424004
3526,4198,0,18770, ,20108,4143,27.3314991
3527,4205,0,419, ,20308,4963,24.0573006
3528,4216,0,1001, ,0,0,0.0000000
3529,4203,0,601, ,31807,1081,43.1431007
3530,4217,0,2342, ,32506,1620,58.1357994
3531,4207,0,453, ,32801,1946,24.9447994
3532,4169,159,29514,Chiwawa,10159,4169,33.6702995
3533,4136,160,1664,Chiwawa,10160,4136,52.9681015
3534,4220,0,412, ,31413,655,21.0000000
3535,4166,0,502, ,10147,4127,4.0000000
3536,4209,0,1673, ,10071,3760,10.2462997
3537,4225,0,1102, ,10050,3698,29.9055996
3538,4226,0,1224, ,10212,4503,34.0278015
3539,4143,108,18346,Upper Entiat,20108,4143,18.9493008
3540,4153,107,4381,Upper Entiat,20107,4153,11.8786001
3541,4221,162,31239,Chiwawa,10159,4169,34.7556000
3542,4183,0,950, ,10019,3501,33.0346985
3543,4184,0,795, ,10122,3993,27.0000000
3544,4229,0,2488, ,10374,5121,8.3259602
3545,4230,0,397, ,10037,3681,2.9395499
3546,4231,0,45130, ,10271,4634,8.3314400
3547,4228,161,386,Chiwawa,10068,3778,57.2952995
3548,4236,0,731, ,0,0,0.0000000
3549,4237,0,1482, ,20427,5491,58.0000000
3550,4185,0,608, ,10240,4732,32.0000000
3551,4208,0,1943, ,10114,3957,34.5635986
3552,4227,113,22960,Upper Entiat,20113,4227,17.6434994
3553,4240,0,519, ,10147,4127,5.0096302
3554,4245,128,939,Upper Entiat,20128,4245,26.0000000
3555,4218,0,621, ,32471,1654,40.0000000
3556,4343,0,1008, ,10019,3501,2.9970200
3557,4243,0,16861, ,10130,4034,46.3619003
3558,4192,0,568, ,10072,3752,18.0000000
3559,4212,0,1214, ,30192,61,9.0000000
3560,4151,0,1289, ,32849,1869,11.0085001
3561,4210,0,20036, ,31281,602,28.3878002
3562,4248,0,665, ,10040,3697,39.0586014
3563,4238,0,1071639, ,0,0,25.3229008
3564,4256,0,535, ,10072,3752,24.9533005
3565,4259,0,564, ,10072,3752,3.9361701
3566,4260,0,44444, ,10271,4634,8.4100904
3567,4261,0,364, ,10037,3681,30.0000000
3568,4254,0,446, ,10339,5063,19.0000000
3569,4200,0,3517, ,10432,5421,36.8401985
3570,4257,0,433, ,31538,692,5.0115499
3571,4263,0,16359, ,10127,3958,46.2714996
3572,4264,0,378, ,32298,1492,58.0000000
3573,4171,0,2639, ,10374,5121,19.3841991
3574,4267,0,2737, ,31380,810,22.6828995
3575,4289,0,882, ,31195,796,22.0000000
3576,4115,0,1592, ,10160,4136,0.6350500
3577,4273,0,1916, ,10114,3957,24.1769009
3578,4315,0,19792, ,20108,4143,31.4701996
3579,4275,0,42577, ,10220,4494,8.7551298
3580,4202,0,2013, ,10114,3957,30.5589008
3581,4232,169,32180,Chiwawa,10169,4232,35.4267998
3582,4271,168,532,Chiwawa,10147,4127,56.8928986
3583,4279,0,348, ,32298,1492,35.1006012
3584,4154,0,10665, ,10234,4664,25.5433006
3585,4141,0,3753, ,10067,3693,32.9911995
3586,4283,0,422, ,10094,3781,0.0000000
3587,4284,0,41989, ,10220,4494,8.8777304
3588,4272,146,1239,Upper Entiat,20146,4272,29.9757996
3589,4242,118,24421,Upper Entiat,20118,4242,18.1713009
3590,4146,0,3776, ,10067,3693,2.4939101
3591,4262,0,929, ,10150,4033,1.0000000
3592,4291,0,1518, ,10180,4316,1.0000000
3593,4314,0,552, ,10072,3752,1.0018100
3594,4278,0,2514, ,10374,5121,30.8791008
3595,4304,0,2881, ,20009,3647,38.1613998
3596,4252,0,2649, ,31542,656,10.1427002
3597,4253,0,556, ,30987,632,6.0000000
3598,4302,0,414, ,10094,3781,2.9347799
3599,4303,0,41305, ,10220,4494,8.9887695
3600,4266,0,623, ,20043,3755,9.0000000
3601,4287,0,454, ,0,0,0.0000000
3602,4233,0,2009, ,10114,3957,29.2075996
3603,4306,0,497, ,31091,499,15.9678001
3604,4292,0,634, ,10240,4732,8.0000000
3605,4309,0,1667, ,10160,4136,0.9706060
3606,4301,0,348, ,0,0,0.0000000
3607,4308,0,454, ,10339,5063,1.0000000
3608,4244,0,803, ,10122,3993,13.0000000
3609,4298,179,364,Chiwawa,10179,4298,15.9560003
3610,4246,0,465, ,10339,5063,6.9849501
3611,4241,0,546, ,10072,3752,0.0000000
3612,4317,0,18673, ,20108,4143,32.4417000
3613,4318,190,431,Chiwawa,10190,4318,22.0510006
3614,4320,0,39027, ,10220,4494,9.4719801
3615,4268,0,2892, ,20289,5159,12.9129000
3616,4323,0,366, ,32898,2077,3.9890699
3617,4274,0,1191, ,10212,4503,32.0410995
3618,4280,174,33280,Chiwawa,10169,4232,36.2425003
3619,4285,0,501, ,31868,1135,36.9261017
3620,4326,0,348, ,10118,3991,39.1120987
3621,4316,180,1421,Chiwawa,10180,4316,30.2210007
3622,4329,106,375,Upper Entiat,20083,4177,11.0000000
3623,4178,104,2552,Upper Entiat,20104,4178,21.3652000
3624,4204,0,1119, ,10050,3698,0.9991060
3625,4331,0,786, ,10122,3993,2.0585201
3626,4332,0,722, ,10163,4168,0.0000000
3627,4321,0,1454, ,10180,4316,38.0261002
3628,4334,0,15353, ,10127,3958,46.4285011
3629,4300,0,405, ,10094,3781,24.0000000
3630,4265,0,4170, ,10049,3446,33.9968987
3631,4335,0,1774, ,10071,3760,0.4797070
3632,4295,133,26052,Upper Entiat,20118,4242,18.8344994
3633,4336,0,362, ,10329,4959,65.0000000
3634,4339,148,382,Upper Entiat,20148,4339,45.0000000
3635,4342,0,481, ,10339,5063,21.9542999
3636,4239,0,3199, ,20088,4075,32.3334999
3637,4344,0,1097, ,10050,3698,23.0209999
3638,4299,0,5732, ,10069,3770,33.4880981
3639,4345,0,495, ,0,0,0.0000000
3640,4276,0,425, ,10094,3781,1.0000000
3641,4348,0,396, ,10037,3681,39.0000000
3642,4277,0,721, ,10163,4168,2.0027699
3643,4337,0,4594, ,20107,4153,33.0446014
3644,4330,0,518, ,10147,4127,21.0405006
3645,4349,0,436, ,10094,3781,1.0000000
3646,4354,0,38246, ,10192,4328,9.6540003
3647,4224,0,1050, ,10050,3698,10.0000000
3648,4219,0,2055, ,10412,5440,22.0000000
3649,4357,0,353, ,0,0,0.0000000
3650,4313,0,851, ,10122,3993,1.0000000
3651,4327,0,2202, ,10412,5440,37.6412010
3652,4324,0,499, ,10147,4127,16.0000000
3653,4358,0,631, ,30213,150,37.0586014
3654,4360,0,859, ,10150,4033,0.0000000
3655,4258,0,1073226, ,0,0,25.3183002
3656,4362,0,691, ,10040,3697,1.0014499
3657,4333,112,3153,Upper Entiat,20112,4333,22.2728004
3658,4372,129,857,Upper Entiat,20129,4372,24.9708004
3659,4373,115,4113,Upper Entiat,20115,4373,23.5161991
3660,4281,114,1016,Upper Entiat,20114,4281,24.0000000
3661,4251,0,21869, ,31281,602,29.0809002
3662,4355,0,2860, ,32099,954,28.2182007
3663,4322,0,3982, ,31893,1098,13.3761997
3664,4353,0,482, ,31407,809,37.0000000
3665,4234,0,1174913, ,0,0,17.0130997
3666,4359,0,747, ,10163,4168,6.0080299
3667,4365,0,1532, ,30728,440,33.0000000
3668,4388,0,494, ,10156,4107,37.0000000
3669,4361,0,3069, ,32615,1438,34.8849983
3670,4384,0,5483, ,32454,1555,41.4460983
3671,4392,0,8837, ,20360,5350,49.9911003
3672,4347,0,6796, ,10204,4498,32.8838005
3673,4394,0,2990, ,20088,4075,28.1676006
3674,4328,192,35320,Chiwawa,10192,4328,36.5236015
3675,4395,0,8351, ,10090,3714,34.4795990
3676,4399,193,415,Chiwawa,10193,4399,60.0000000
3677,4381,0,446, ,10339,5063,37.9147987
3678,4385,0,1176238, ,0,0,16.9997005
3679,4305,0,4455, ,32549,1417,10.7110996
3680,4397,0,4570, ,20107,4153,46.0260010
3681,4297,0,5916, ,10079,3782,1.8483800
3682,4398,0,3788, ,10067,3693,1.2386500
3683,4378,0,2892, ,20009,3647,1.4457099
3684,4407,0,540, ,31237,663,18.0333004
3685,4403,0,510, ,10147,4127,1.0019600
3686,4346,0,4270, ,10049,3446,30.6403008
3687,4382,202,907,Chiwawa,10202,4382,18.9790993
3688,4411,0,1386, ,10180,4316,24.8449001
3689,4325,0,3027, ,20088,4075,0.6504790
3690,4401,0,9814, ,10107,3923,1.5923200
3691,4379,0,426, ,32693,1794,33.5469017
3692,4414,0,354, ,10118,3991,28.0678005
3693,4417,0,1869, ,10114,3957,30.1215000
3694,4410,0,365, ,32298,1492,49.0000000
3695,4419,0,3788, ,10067,3693,44.3111992
3696,4420,0,1827, ,10071,3760,29.0158997
3697,4421,0,6413, ,10204,4498,36.2174988
3698,4249,0,732, ,0,0,0.0000000
3699,4422,0,34745, ,10169,4232,10.5730000
3700,4387,0,2606, ,32374,1550,38.2629013
3701,4416,0,5797, ,10079,3782,29.1660995
3702,4351,0,5488, ,10069,3770,31.0863991
3703,4429,0,649, ,20329,5184,58.0894012
3704,4443,0,1206, ,10212,4503,13.0000000
3705,4350,0,1595, ,10160,4136,1.1717900
3706,4434,0,413, ,10094,3781,0.0000000
3707,4436,0,430, ,10094,3781,23.0534992
3708,4391,0,404, ,20308,4963,23.0569000
3709,4340,162,26946,Upper Entiat,20162,4340,19.9853992
3710,4561,0,5953, ,10079,3782,37.2486000
3711,4454,0,10188, ,10129,4014,37.4355011
3712,4380,0,25532, ,20133,4295,29.8892994
3713,4288,161,1470,Upper Entiat,20161,4288,31.0632992
3714,4441,0,387, ,10118,3991,38.1963997
3715,4352,0,953, ,10019,3501,17.0000000
3716,4432,0,679, ,10040,3697,25.0000000
3717,4425,0,6580, ,10204,4498,28.7129002
3718,4446,0,468, ,10339,5063,25.0000000
3719,4376,0,605, ,30213,150,23.4181995
3720,4438,0,10617, ,20072,3932,36.9324989
3721,4307,0,3465, ,10432,5421,21.9134007
3722,4430,0,6962, ,10204,4498,27.2185993
3723,4428,0,1569, ,20064,4020,38.6022987
3724,4390,0,4255, ,10049,3446,37.7393990
3725,4433,0,445, ,10339,5063,1.0000000
3726,4356,0,2298, ,20284,4889,6.3533502
3727,4452,0,2152, ,10412,5440,37.0172005
3728,4455,0,729, ,0,0,0.0000000
3729,4445,178,518,Upper Entiat,20178,4445,27.0520992
3730,4439,166,28436,Upper Entiat,20166,4439,20.5925007
3731,4408,0,559, ,10072,3752,4.9821100
3732,4366,0,1074423, ,0,0,25.2936001
3733,4462,0,856, ,10122,3993,2.0023401
3734,4463,0,545, ,31053,629,28.0000000
3735,4374,0,835, ,10122,3993,4.0000000
3736,4319,0,1959, ,10114,3957,8.2531900
3737,4453,0,7200, ,20031,3809,33.3669014
3738,4465,185,616,Upper Entiat,20185,4465,35.2840996
3739,4467,0,533, ,32717,1887,34.0638008
3740,4404,0,411, ,10094,3781,1.0024300
3741,4447,0,1291, ,10020,3534,1.9984500
3742,4470,0,854, ,0,0,0.0000000
3743,4472,0,353, ,32694,1797,26.0737000
3744,4437,0,384, ,0,0,0.0000000
3745,4311,184,706,Chiwawa,10184,4311,38.0000000
3746,4063,183,4839,Chiwawa,10183,4063,36.0000000
3747,4442,0,8368, ,10090,3714,40.3105011
3748,4456,0,405, ,10094,3781,12.9679003
3749,4389,0,1009, ,10019,3501,14.0138998
3750,4440,0,26034, ,20133,4295,30.1236992
3751,4490,0,13005, ,10108,3808,38.7150993
3752,4474,0,775, ,30238,86,24.7922993
3753,4480,0,415, ,31538,692,8.0000000
3754,4409,207,37287,Chiwawa,10207,4409,36.1904984
3755,4503,212,1235,Chiwawa,10212,4503,24.0193996
3756,4424,195,1173,Chiwawa,10195,4424,0.0000000
3757,4476,194,5629,Chiwawa,10194,4476,36.8030014
3758,4466,170,29801,Upper Entiat,20170,4466,21.3547001
3759,4415,0,13058, ,10108,3808,1.3475300
3760,4478,0,630, ,10240,4732,0.0000000
3761,4497,205,956,Upper Entiat,20205,4497,36.0000000
3762,4507,0,944, ,0,0,0.0000000
3763,4508,0,1134, ,10050,3698,35.0308990
3764,4509,0,763, ,32577,1718,35.0458984
3765,4290,0,1219, ,10212,4503,1.0000000
3766,4449,0,519, ,31377,657,13.0000000
3767,4510,0,5992, ,10079,3782,44.8373985
3768,4426,0,510, ,10147,4127,1.9960800
3769,4500,0,12707, ,10108,3808,3.2006800
3770,4511,0,10996, ,10234,4664,3.5431099
3771,4435,0,763, ,30238,86,24.0000000
3772,4518,0,648, ,10040,3697,0.0000000
3773,4519,0,33584, ,10169,4232,10.9385004
3774,4522,0,4673, ,20107,4153,46.7605019
3775,4523,0,1263, ,10020,3534,37.6792984
3776,4525,0,7329, ,10348,5040,49.7608986
3777,4473,0,486, ,10147,4127,0.9958850
3778,4477,0,964, ,30347,157,30.0000000
3779,4528,0,521, ,31868,1135,57.0000000
3780,4338,0,1223, ,10212,4503,4.0065398
3781,4530,0,458, ,30275,129,42.0000000
3782,4601,0,8934, ,10379,5152,3.7184899
3783,4527,150,412,Upper Entiat,20150,4527,0.0000000
3784,4377,149,6607,Upper Entiat,20149,4377,28.4034004
3785,4479,0,659, ,32757,2022,14.0212002
3786,4493,0,1178072, ,0,0,16.9825993
3787,4532,0,30873, ,10159,4169,11.7516003
3788,4431,0,2277, ,20284,4889,1.9991200
3789,4498,204,6958,Chiwawa,10204,4498,41.2668991
3790,4495,196,662,Chiwawa,10196,4495,43.0000000
3791,4534,0,443, ,10339,5063,5.0000000
3792,4501,0,592, ,10240,4732,23.0776997
3793,4538,0,363, ,10037,3681,32.0881996
3794,4491,0,1535, ,20253,4964,19.8495007
3795,4400,0,6332, ,30886,333,13.7157001
3796,4494,220,39190,Chiwawa,10220,4494,35.9911995
3797,4545,9999,347,Chiwawa,10253,4722,53.8443985
3798,4484,0,673, ,10040,3697,0.9970280
3799,4524,0,463, ,10339,5063,5.0215998
3800,4536,204,7903,Chiwawa,10204,4498,41.9682007
3801,4547,206,654,Chiwawa,10196,4495,42.0642014
3802,4554,0,6637, ,10204,4498,48.6479988
3803,4555,0,509, ,31868,1135,65.0000000
3804,4556,0,417, ,10094,3781,42.1007004
3805,4557,0,703, ,32757,2022,38.1081009
3806,4582,0,592, ,10240,4732,1.0000000
3807,4562,0,1218, ,10212,4503,1.0000000
3808,4559,0,779, ,32958,2241,14.0000000
3809,4502,0,1333, ,10020,3534,27.0202999
3810,4444,0,8540, ,10379,5152,25.7924004
3811,4563,0,3737, ,10067,3693,43.3186989
3812,4564,0,592, ,10240,4732,15.0000000
3813,4531,0,1728, ,32256,1418,35.8107986
3814,4505,0,1084747, ,0,0,25.3710003
3815,4450,0,11320, ,10244,4690,25.8479004
3816,4566,0,1626, ,30728,440,48.0491982
3817,4581,0,2096, ,10412,5440,8.2938900
3818,4548,0,781, ,20129,4372,19.0242996
3819,4162,0,13668, ,30276,106,15.7209997
3820,4573,0,1450, ,10180,4316,36.0000000
3821,4487,0,39843, ,10220,4494,33.4272003
3822,4504,193,32256,Upper Entiat,20193,4504,23.1184006
3823,4575,0,374, ,10118,3991,32.0000000
3824,4577,224,1374,Upper Entiat,20224,4577,39.0284004
3825,4558,0,644, ,10240,4732,6.0000000
3826,4481,0,852, ,10122,3993,15.0176001
3827,4537,0,1645, ,10160,4136,28.3325005
3828,4580,0,1086566, ,0,0,25.3789005
3829,4539,0,495, ,10147,4127,0.0000000
3830,4584,0,846, ,10122,3993,15.9811001
3831,4549,0,482, ,32918,2097,21.0000000
3832,4512,0,2375, ,31549,726,26.6585007
3833,4370,0,1437, ,10180,4316,9.0000000
3834,4363,0,1518, ,0,0,0.0000000
3835,4568,0,3505, ,10489,5546,42.4705009
3836,4550,0,2629, ,10374,5121,0.6884750
3837,4591,0,2225, ,32506,1620,56.1977997
3838,4513,0,878, ,10150,4033,0.0000000
3839,4506,0,14641, ,30276,106,1.2669899
3840,4597,0,992, ,10019,3501,1.0010099
3841,4468,0,3950, ,10049,3446,5.8032899
3842,4552,0,1402, ,10180,4316,41.0000000
3843,4471,0,1861, ,10114,3957,19.0102005
3844,4598,0,4207, ,10049,3446,2.0784400
3845,4599,0,2218, ,10412,5440,45.0298004
3846,4533,172,7501,Upper Entiat,20172,4533,30.7087002
3847,4567,171,470,Upper Entiat,20171,4567,0.0000000
3848,4594,0,594, ,32586,1723,12.0000000
3849,4587,0,1087085, ,0,0,25.3668995
3850,4369,0,1536, ,10160,4136,0.9993490
3851,4565,232,1021,Chiwawa,10232,4565,24.9755001
3852,4546,220,39836,Chiwawa,10220,4494,36.2845993
3853,4517,0,797, ,10122,3993,0.0000000
3854,4341,157,3248,Upper Entiat,20157,4341,29.9908009
3855,4625,158,1035,Upper Entiat,20158,4625,40.0386009
3856,4579,0,411, ,10094,3781,0.0000000
3857,4571,0,15002, ,10127,3958,16.3400002
3858,4603,0,1088724, ,0,0,25.3304996
3859,4611,0,1090578, ,0,0,25.3169994
3860,4613,0,412, ,10094,3781,1.0097100
3861,4614,0,29724, ,10159,4169,12.1918001
3862,4607,0,443, ,32261,1110,18.0000000
3863,4483,0,1352, ,32849,1869,22.0000000
3864,4448,0,4072, ,10049,3446,44.0028992
3865,4608,0,495, ,32381,1610,39.0788002
3866,4618,0,580, ,32717,1887,38.0654984
3867,4619,0,1357, ,10020,3534,23.0168991
3868,4620,0,878, ,10150,4033,44.0000000
3869,4583,0,682, ,20057,3890,52.0761986
3870,4623,0,370, ,32422,1451,51.0000000
3871,4624,0,1261, ,32734,1885,45.8461990
3872,4569,0,13679, ,30276,106,23.6506996
3873,4657,0,1296, ,0,0,0.0000000
3874,4615,0,621, ,0,0,0.0000000
3875,4520,0,1302, ,10020,3534,41.6897011
3876,4632,242,1408,Chiwawa,10242,4632,24.0170002
3877,4605,237,41365,Chiwawa,10220,4494,36.0980988
3878,4578,203,474,Upper Entiat,20203,4578,0.0000000
3879,4482,0,2184, ,10412,5440,13.4624996
3880,4574,0,40832, ,10220,4494,33.7541008
3881,4576,202,34662,Upper Entiat,20193,4504,24.8327007
3882,4612,0,1091398, ,0,0,25.2982998
3883,4626,0,475, ,10339,5063,13.0546999
3884,4628,0,9910, ,10107,3923,24.1408005
3885,4637,0,744, ,20081,4150,37.0497017
3886,4639,0,662, ,0,0,0.0000000
3887,4640,0,2169, ,20285,4924,52.9239006
3888,4655,0,19671, ,20108,4143,19.5956001
3889,4642,0,402, ,10094,3781,11.9701004
3890,4540,0,1143, ,0,0,0.0000000
3891,4585,0,3061, ,20088,4075,24.2136993
3892,4648,226,1554,Upper Entiat,20226,4648,50.0000000
3893,4651,0,1192, ,0,0,0.0000000
3894,4514,0,14340, ,30276,106,2.9856999
3895,4654,0,742, ,10163,4168,0.9973050
3896,4589,0,3284, ,10432,5421,8.7021904
3897,4630,0,15287, ,10127,3958,22.7266006
3898,4645,0,719, ,10163,4168,0.0000000
3899,4638,0,41654, ,10220,4494,33.8829994
3900,4650,0,425, ,10222,4660,38.0894012
3901,4553,228,9542,Chiwawa,10228,4553,44.6691017
3902,4661,0,28585, ,10142,4077,12.6775999
3903,4666,229,1164,Chiwawa,10229,4666,63.6279984
3904,4665,0,875, ,10150,4033,9.0822897
3905,4668,0,1381, ,10020,3534,11.9812002
3906,4636,0,12270, ,10244,4690,22.0363998
3907,4660,222,413,Chiwawa,10222,4660,57.0000000
3908,4662,0,477, ,10339,5063,49.7275009
3909,4670,226,509,Chiwawa,10226,4670,63.1237984
3910,4551,0,1823, ,10071,3760,1.6434400
3911,4672,0,557, ,32414,1549,45.2424011
3912,4646,0,5301, ,10069,3770,17.1256008
3913,4674,0,347, ,10037,3681,0.0000000
3914,4593,0,18563, ,20108,4143,1.1503000
3915,4644,209,37088,Upper Entiat,20209,4644,25.8412991
3916,4680,247,726,Upper Entiat,20247,4680,56.0000000
3917,4543,0,1845, ,10114,3957,2.0021701
3918,4610,179,4847,Upper Entiat,20179,4610,34.8027992
3919,4633,0,2611, ,32536,1386,50.2151985
3920,4604,0,504, ,10147,4127,51.0000000
3921,4681,182,896,Upper Entiat,20182,4681,51.0000000
3922,4685,0,1272, ,10020,3534,2.2531400
3923,4606,235,910,Chiwawa,10235,4606,62.0000000
3924,4664,234,10787,Chiwawa,10234,4664,46.9061012
3925,4688,0,976, ,32023,1231,56.0573997
3926,4689,0,724, ,32595,1663,53.0732002
3927,4600,0,603, ,32513,1764,7.0000000
3928,4542,0,9877, ,10107,3923,16.3570995
3929,4667,0,682, ,31860,1176,13.0191002
3930,4652,0,1182906, ,0,0,16.9305992
3931,4602,198,9108,Upper Entiat,20198,4602,32.8740005
3932,4683,197,5867,Upper Entiat,20197,4683,36.5407982
3933,4629,0,1130, ,10050,3698,1.9964600
3934,4658,0,479, ,31407,809,35.0000000
3935,4678,0,1153, ,20398,5412,37.0321007
3936,4713,0,1289, ,10020,3534,2.0248301
3937,4457,0,4605, ,20107,4153,3.6714399
3938,4690,244,11870,Chiwawa,10244,4690,48.4143982
3939,4708,0,385, ,10037,3681,0.0000000
3940,4704,243,350,Chiwawa,10243,4704,72.0000000
3941,4705,0,3602, ,10275,4803,31.2304001
3942,4656,0,15140, ,10127,3958,2.8807800
3943,4699,0,575, ,10072,3752,10.0000000
3944,4677,217,38636,Upper Entiat,20209,4644,27.4202003
3945,4697,0,2619, ,10374,5121,1.9347100
3946,4711,0,1210, ,10212,4503,33.0000000
3947,4521,215,1108,Upper Entiat,20215,4521,41.0740013
3948,4687,0,540, ,10072,3752,2.0000000
3949,4631,0,720, ,10163,4168,12.0000000
3950,4684,0,1096, ,31419,974,29.0000000
3951,4720,0,531, ,31666,1066,52.0000000
3952,4722,253,366,Chiwawa,10253,4722,69.7459030
3953,4723,0,1601, ,20253,4964,34.0000000
3954,4724,0,1003, ,32023,1231,53.9462013
3955,4727,0,25253, ,20118,4242,14.2664003
3956,4489,0,2120, ,10412,5440,1.0004700
3957,4728,280,514,Chiwawa,10156,4107,37.0000000
3958,4634,271,44119,Chiwawa,10271,4634,34.6111984
3959,4695,0,536, ,10072,3752,2.0000000
3960,4718,0,1340, ,10020,3534,7.4328399
3961,4703,0,1048, ,10050,3698,0.9971370
3962,4712,0,18263, ,20108,4143,2.6855900
3963,4721,264,12861,Chiwawa,10264,4721,49.8815002
3964,4669,0,14292, ,30276,106,20.5249996
3965,4743,273,353,Chiwawa,10243,4704,65.0000000
3966,4744,0,356, ,10037,3681,12.0000000
3967,4745,0,14705, ,30276,106,20.2467995
3968,4282,0,18765, ,20108,4143,22.5014000
3969,4617,0,2684, ,32374,1550,28.5555000
3970,4701,0,1769, ,32256,1418,37.1763992
3971,4647,0,1641, ,10160,4136,20.0121994
3972,4757,0,3421, ,10432,5421,25.2954998
3973,4752,0,1129, ,10050,3698,16.0142002
3974,4762,0,2258, ,20284,4889,30.1124992
3975,4671,241,876,Chiwawa,10241,4671,27.0307999
3976,4732,240,634,Chiwawa,10240,4732,34.9448013
3977,4760,0,6836, ,20331,5249,15.2149000
3978,4673,0,7962, ,10090,3714,11.7783003
3979,4766,0,17151, ,10130,4034,15.5298004
3980,4731,0,578, ,20437,5677,28.0000000
3981,4616,0,17430, ,20093,4051,18.1655998
3982,4691,0,11467, ,10244,4690,15.5738001
3983,4747,0,1340, ,10020,3534,33.0000000
3984,4700,220,15487,Upper Entiat,20220,4700,35.8376007
3985,4696,0,779, ,10163,4168,0.0000000
3986,4769,0,526, ,10147,4127,37.0000000
3987,4750,219,816,Upper Entiat,20219,4750,51.0000000
3988,4735,0,815, ,10122,3993,3.9950900
3989,4641,0,1112357, ,0,0,25.1751995
3990,4768,0,389, ,10037,3681,1.0000000
3991,4796,0,493, ,10147,4127,0.9979720
3992,4754,0,5672, ,10069,3770,21.4766998
3993,4772,0,434, ,10094,3781,6.0000000
3994,4773,0,409, ,10222,4660,42.0000000
3995,4663,0,43856, ,10271,4634,34.6982994
3996,4751,0,612, ,32471,1654,56.0000000
3997,4739,0,19387, ,20108,4143,2.5877600
3998,4787,0,614, ,32471,1654,53.0000000
3999,4778,0,873, ,10150,4033,1.0000000
4000,4741,283,45286,Chiwawa,10271,4634,36.9087982
4001,4791,294,1571,Chiwawa,10294,4791,41.0261002
4002,4686,0,4819, ,10441,5447,55.5116997
4003,4765,0,364, ,10037,3681,1.0027500
4004,4736,0,566, ,10072,3752,9.9646597
4005,4621,0,7080, ,20031,3809,49.7075996
4006,4786,0,1318, ,32734,1885,53.0219994
4007,4740,0,832, ,10122,3993,33.0000000
4008,4737,0,596, ,10240,4732,1.0000000
4009,4729,0,2838, ,20009,3647,1.0007000
4010,4756,0,1502, ,10180,4316,1.0006700
4011,4775,0,1113305, ,0,0,25.1576996
4012,4776,0,916, ,10150,4033,2.9934499
4013,4707,0,5857, ,10079,3782,3.0298800
4014,4759,263,1851,Chiwawa,10263,4759,33.7622986
4015,4821,262,1879,Chiwawa,10262,4821,43.9766006
4016,4774,0,385, ,32298,1492,18.9505997
