TIMESTAMP,MONTH,DAY,YEAR,HOUR,C
10.01.2001-00:00:00,10,01,2001,00,507.95
10.01.2001-03:00:00,10,01,2001,03,512.72
10.01.2001-06:00:00,10,01,2001,06,497.53
10.01.2001-09:00:00,10,01,2001,09,412.12
10.01.2001-12:00:00,10,01,2001,12,406.02
10.01.2001-15:00:00,10,01,2001,15,449.38
10.01.2001-18:00:00,10,01,2001,18,483.46
10.01.2001-21:00:00,10,01,2001,21,498.17
10.02.2001-00:00:00,10,02,2001,00,508.61
10.02.2001-03:00:00,10,02,2001,03,511.19
10.02.2001-06:00:00,10,02,2001,06,492.56
10.02.2001-09:00:00,10,02,2001,09,412.34
10.02.2001-12:00:00,10,02,2001,12,406.08
10.02.2001-15:00:00,10,02,2001,15,447.75
10.02.2001-18:00:00,10,02,2001,18,481.61
10.02.2001-21:00:00,10,02,2001,21,496.42
10.03.2001-00:00:00,10,03,2001,00,507.29
10.03.2001-03:00:00,10,03,2001,03,509.72
10.03.2001-06:00:00,10,03,2001,06,498.21
10.03.2001-09:00:00,10,03,2001,09,412.83
10.03.2001-12:00:00,10,03,2001,12,405.94
10.03.2001-15:00:00,10,03,2001,15,448.5
10.03.2001-18:00:00,10,03,2001,18,481.02
10.03.2001-21:00:00,10,03,2001,21,495.8
10.04.2001-00:00:00,10,04,2001,00,506.02
10.04.2001-03:00:00,10,04,2001,03,508.8
10.04.2001-06:00:00,10,04,2001,06,507.26
10.04.2001-09:00:00,10,04,2001,09,418.68
10.04.2001-12:00:00,10,04,2001,12,410.41
10.04.2001-15:00:00,10,04,2001,15,454.37
10.04.2001-18:00:00,10,04,2001,18,483.6
10.04.2001-21:00:00,10,04,2001,21,500.09
10.05.2001-00:00:00,10,05,2001,00,506.99
10.05.2001-03:00:00,10,05,2001,03,509.95
10.05.2001-06:00:00,10,05,2001,06,511.18
10.05.2001-09:00:00,10,05,2001,09,424.2
10.05.2001-12:00:00,10,05,2001,12,414.87
10.05.2001-15:00:00,10,05,2001,15,461.38
